game_id,game_date,game_location,game_stadium,away_abv,away_name,home_abv,home_name,team_id,team_name,visitor_home,player_id,player_code,player_jersey_num,player_name,player_short_name,player_check_name,player_position,GP,GS,rush_att,rush_yds,rush_yds_gain,rush_yds_loss,rush_td,rush_long,pass_comp,pass_att,pass_yds,pass_td,pass_int,pass_long,pass_sacks,pass_sack_yds,receiving_rec,receiving_yds,receiving_td,receiving_long,defense_tackles_total,defense_tackles_solo,defense_tackles_ast,defense_tfl_solo,defense_tfl_ast,defense_tfl,defense_tfl_YDS,defense_sacks,defense_sack_yds,defense_pbu,kick_return_num,kick_return_yds,kick_return_td,kick_return_long,punt_return_num,punt_return_yds,punt_return_td,punt_return_long,punt_att,punt_gross_yds,punt_long,punt_blk,punt_tb,punt_fc,punt_50+,punt_in_20,punt_gross_avg,kickoff_att,kickoff_yds,kickoff_out_of_bounds,kickoff_tb,kick_fgm,kick_fga,kick_fg%,kick_fg_long,kick_fg_blk,kick_xpm,kick_xpa,2PM_pass_att,2PM_pass_made,kick_xp%,defense_interceptions_num,defense_interceptions_yds,defense_interceptions_td,defense_interceptions_long,season,fumbles_num,fumbles_lost,defense_fr,defense_fr_yds,defense_fr_td,defense_fr_long,field_goal_return_num,field_goal_return_yds,field_goal_return_td
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,CC,Cologne Centurions,V,,13,13,J. Loercks,J. Loercks,"LOERCKS,J",,1,0,,,,,,,,,,,,,,,4.0,57.0,0.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,CC,Cologne Centurions,V,,15,15,J. Appelt,J. Appelt,"APPELT,J",,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,75.0,42.0,0.0,0.0,0.0,0.0,1.0,37.5,6.0,420.0,0.0,6.0,,,,,,2.0,4.0,0.0,0.0,0.5,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,CC,Cologne Centurions,V,,17,17,A. Dickmeis,A. Dickmeis,"DICKMEIS,A",,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,63.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,CC,Cologne Centurions,V,,18,18,L. Geyer,L. Geyer,"GEYER,L",WR,1,1,,,,,,,,,,,,,,,7.0,59.0,0.0,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,CC,Cologne Centurions,V,,19,19,W. Bhikh,W. Bhikh,"BHIKH,W",,1,1,,,,,,,,,,,,,,,,,,,4.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0,2.0,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,CC,Cologne Centurions,V,,22,22,P. Steffen,P. Steffen,"STEFFEN,P",,1,0,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,CC,Cologne Centurions,V,,23,23,I. Eldewieh,I. Eldewieh,"ELDEWIEH,I",,1,1,,,,,,,,,,,,,,,,,,,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,CC,Cologne Centurions,V,,27,27,M. Richter,M. Richter,"RICHTER,M",,1,0,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,CC,Cologne Centurions,V,,29,29,E. Akguen,E. Akguen,"AKGUEN,E",,1,0,,,,,,,,,,,,,,,,,,,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,CC,Cologne Centurions,V,,31,31,D. Lamy,D. Lamy,"LAMY,D",,1,1,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,CC,Cologne Centurions,V,,33,33,T. Nick,T. Nick,"NICK,T",,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,CC,Cologne Centurions,V,,43,43,S. Vogel,S. Vogel,"VOGEL,S",,1,1,,,,,,,,,,,,,,,,,,,5.0,3.0,2.0,1.0,1.0,1.5,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,CC,Cologne Centurions,V,,44,44,M. Kensy,M. Kensy,"KENSY,M",,1,1,,,,,,,,,,,,,,,,,,,5.0,2.0,3.0,1.0,1.0,1.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,CC,Cologne Centurions,V,,46,46,M. Scherenberg,M. Scherenberg,"SCHERENBERG,M",,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,CC,Cologne Centurions,V,,47,47,N. Liesen,N. Liesen,"LIESEN,N",,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,CC,Cologne Centurions,V,,57,57,F. Simon,F. Simon,"SIMON,F",,1,1,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,CC,Cologne Centurions,V,,60,60,K. Foitzik,K. Foitzik,"FOITZIK,K",C,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,CC,Cologne Centurions,V,,65,65,L. Michailidis,L. Michailidis,"MICHAILIDIS,L",LG,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,CC,Cologne Centurions,V,,71,71,L. Wiegand,L. Wiegand,"WIEGAND,L",RT,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,CC,Cologne Centurions,V,,72,72,M. Bencek,M. Bencek,"BENCEK,M",LT,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,CC,Cologne Centurions,V,,73,73,F. Kratz,F. Kratz,"KRATZ,F",RG,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,CC,Cologne Centurions,V,,81,81,V. Roediger,V. Roediger,"ROEDIGER,V",WR,1,1,,,,,,,,,,,,,,,2.0,17.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,CC,Cologne Centurions,V,,90,90,A. Naus,A. Naus,"NAUS,A",,1,0,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,1.0,0.0,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,CC,Cologne Centurions,V,,94,94,C. Richardson,C. Richardson,"RICHARDSON,C",,1,1,,,,,,,,,,,,,,,,,,,3.0,2.0,1.0,1.0,0.0,1.0,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,CC,Cologne Centurions,V,,95,95,J. Lara Perez,J. Lara Perez,"PEREZ,J LARA",,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,CC,Cologne Centurions,V,,97,97,J. Wenke,J. Wenke,"WENKE,J",,1,0,,,,,,,,,,,,,,,,,,,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,CC,Cologne Centurions,V,,198,TM,TEAM,TEAM,TEAM,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,BD,Barcelona Dragons,H,,1,1,Z. Edwards,Z. Edwards,"EDWARDS,Z",QB,1,1,12.0,33.0,61.0,28.0,0.0,30.0,19.0,35.0,333.0,3.0,1.0,75.0,0.0,0.0,1.0,31.0,1.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2.0,0.0,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,BD,Barcelona Dragons,H,,3,3,A. Jimenez,A. Jimenez,"JIMENEZ,A",,1,0,3.0,-12.0,0.0,12.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,BD,Barcelona Dragons,H,,4,4,J. Moll,J. Moll,"MOLL,J",,1,0,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,,,,,,,,,,,,2.0,16.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,BD,Barcelona Dragons,H,,5,5,J. Velasco,J. Velasco,"VELASCO,J",,1,0,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,BD,Barcelona Dragons,H,,6,6,L. Cereceda,L. Cereceda,"CERECEDA,L",,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,114.0,69.0,0.0,0.0,0.0,1.0,2.0,57.0,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,BD,Barcelona Dragons,H,,7,7,A. Rodrigues,A. Rodrigues,"RODRIGUES,A",,1,1,,,,,,,,,,,,,,,,,,,11.0,9.0,2.0,2.0,0.0,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,BD,Barcelona Dragons,H,,8,8,G. Tavecchio,G. Tavecchio,"TAVECCHIO,G",,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,394.0,0.0,2.0,2.0,3.0,0.667,30.0,0.0,4.0,4.0,0.0,0.0,1.0,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,BD,Barcelona Dragons,H,,10,10,C. Brugnani,C. Brugnani,"BRUGNANI,C",,1,1,,,,,,,,,,,,,,,,,,,9.0,4.0,5.0,2.0,0.0,2.0,6.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,BD,Barcelona Dragons,H,,11,11,A. Fernandez,A. Fernandez,"FERNANDEZ,A",,1,1,,,,,,,,,,,,,,,,,,,3.0,3.0,0.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,BD,Barcelona Dragons,H,,12,12,B. Plu,B. Plu,"PLU,B",WR,1,1,,,,,,,,,,,,,,,1.0,25.0,1.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,BD,Barcelona Dragons,H,,15,15,M. Flores,M. Flores,"FLORES,M",WR,1,1,,,,,,,,,,,,,,,2.0,27.0,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,BD,Barcelona Dragons,H,,17,17,K. Sweet,K. Sweet,"SWEET,K",WR,1,1,,,,,,,1.0,1.0,31.0,1.0,0.0,31.0,0.0,0.0,11.0,215.0,1.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,BD,Barcelona Dragons,H,,20,20,L. Masero,L. Masero,"MASERO,L",,1,1,,,,,,,,,,,,,,,,,,,5.0,3.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,BD,Barcelona Dragons,H,,21,21,A. Monton,A. Monton,"MONTON,A",RB,1,1,3.0,20.0,21.0,1.0,0.0,15.0,,,,,,,,,3.0,25.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,BD,Barcelona Dragons,H,,22,22,L. Frecha,L. Frecha,"FRECHA,L",,1,1,,,,,,,,,,,,,,,,,,,9.0,5.0,4.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,BD,Barcelona Dragons,H,,23,23,J. Brugnani,J. Brugnani,"BRUGNANI,J",,1,1,,,,,,,,,,,,,,,,,,,7.0,7.0,0.0,1.0,0.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,BD,Barcelona Dragons,H,,25,25,N. Lester,N. Lester,"LESTER,N",,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,BD,Barcelona Dragons,H,,27,27,A. Vera,A. Vera,"VERA,A",,1,1,,,,,,,,,,,,,,,,,,,3.0,3.0,0.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,BD,Barcelona Dragons,H,,43,43,V. Albarracín,V. Albarracín,"ALBARRACíN,V",,1,0,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,BD,Barcelona Dragons,H,,45,45,A. Posito,A. Posito,"POSITO,A",,1,1,,,,,,,,,,,,,,,,,,,7.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,BD,Barcelona Dragons,H,,49,49,S. Castaner,S. Castaner,"CASTANER,S",,1,0,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,BD,Barcelona Dragons,H,,52,52,M. Sam,M. Sam,"SAM,M",,1,0,,,,,,,,,,,,,,,,,,,3.0,3.0,0.0,1.0,0.0,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,BD,Barcelona Dragons,H,,60,60,C. Ngimbi,C. Ngimbi,"NGIMBI,C",C,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,BD,Barcelona Dragons,H,,64,64,E. Nunez,E. Nunez,"NUNEZ,E",LG,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,BD,Barcelona Dragons,H,,72,72,J. Ariza,J. Ariza,"ARIZA,J",RG,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,BD,Barcelona Dragons,H,,73,73,S. Bowen,S. Bowen,"BOWEN,S",,1,1,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,1.0,0.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
BDCC2203,2022-06-18 18:00:00,Reus,Est Municipal Reus,CC,Cologne Centurions,BD,Barcelona Dragons,BD,Barcelona Dragons,H,,75,75,M. Hummelmose,M. Hummelmose,"HUMMELMOSE,M",RT,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,
