season,game_id,team_id,team_name,loc,opponent_id,opponent_name,player_uni,player_name,player_short_name,player_check_name,player_GP,player_GS,player_pos,pass_comp,pass_att,pass_comp_pct,pass_yds,pass_tds,pass_int,pass_long,pass_ypa,pass_ypc,pass_cfb_qbr,pass_nfl_qbr,pass_sacks,pass_sacked_yds,pass_ny/a,pass_any/a,rush_att,rush_yds,rush_yds_gained,rush_yds_lost,rush_td,rush_long,rush_avg,rec_targets,rec_no,rec_yds,rec_avg,rec_tds,rec_long,rec_catch_pct,fumbles,fumbles_lost,defense_solo_tackles,defense_ast_tackles,defense_total_tackles,defense_solo_tfl,defense_ast_tfl,defense_tfls,defense_tfl_yds,defense_solo_sack,defense_ast_sack,defense_sacks,defense_qb_hits,defense_int,defense_int_yds,defense_int_td,defense_int_long,defense_pbu,defense_ff,defense_fr,defense_fr_yds,defense_fr_tds,defense_fr_long,defense_saf,defense_blkd,punt_no,punt_gross_yds,punt_gross_avg,punt_net_yds,punt_net_avg,punt_tb,punt_blkd,punt_fc,punt_50+,punt_inside_20,punt_long,ko_no,ko_yds,ko_ob,ko_tb,ko_fc_yds,ko_avg,fg_made,fg_att,fg_long,fg_blkd,fg_pct,xp_made,xp_att,xp_blkd,two_pt_pass_made,two_pt_pass_att,two_pt_rush_made,two_pt_rush_att,two_pt_rec_made,two_pt_rec_att,def_two_pt_fum_made,def_two_pt_fum_att,def_two_pt_kick_made,def_two_pt_kick_att,pr_no,pr_yds,pr_td,pr_long,pr_avg,kr_no,kr_yds,kr_td,kr_long,kr_avg,fgr_no,fgr_yds,fgr_td,fgr_long,fgr_avg
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,11,M. Vitale,M. Vitale,"VITALE,M",1,1,QB,16.0,31.0,0.52,225.0,2.0,1.0,44.0,7.26,14.06,127.42,0.0,10.0,54.0,4.17,4.05,4.0,7.0,15.0,8.0,0.0,8.0,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2023,BTPW2303,PW,Panthers Wroclaw,H,BT,Berlin Thunder,13,D. Isom,D. Isom,"ISOM,D",1,1,QB,16.0,28.0,0.57,314.0,4.0,0.0,63.0,11.21,19.62,198.49,0.0,1.0,-46.0,12.41,15.17,8.0,16.0,21.0,5.0,0.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2023,BTVV2302,VV,Vienna Vikings,A,BT,Berlin Thunder,8,C. Helbig,C. Helbig,"HELBIG,C",1,1,QB,18.0,35.0,0.51,217.0,2.0,2.0,31.0,6.2,12.06,110.94,0.0,1.0,9.0,5.78,4.39,7.0,31.0,31.0,0.0,0.0,8.0,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,BTVV2302,VV,Vienna Vikings,H,BT,Berlin Thunder,10,P. Stubbe,P. Stubbe,"STUBBE,P",1,0,,3.0,4.0,0.75,47.0,0.0,0.0,34.0,11.75,15.67,173.7,0.0,0.0,0.0,11.75,11.75,2.0,6.0,6.0,0.0,0.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,BTVV2302,VV,Vienna Vikings,H,BT,Berlin Thunder,13,D. Isom,D. Isom,"ISOM,D",1,1,QB,15.0,28.0,0.54,109.0,2.0,1.0,12.0,3.89,7.27,102.7,0.0,2.0,10.0,3.3,3.13,19.0,85.0,85.0,0.0,1.0,15.0,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2023,CCFG2311,FG,Frankfurt Galaxy,A,CC,Cologne Centurions,6,L. Heidrich,L. Heidrich,"HEIDRICH,L",1,0,,17.0,31.0,0.55,170.0,1.0,2.0,34.0,5.48,10.0,98.65,0.0,2.0,17.0,4.64,2.52,5.0,12.0,12.0,0.0,0.0,8.0,2.4,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,CCFG2311,FG,Frankfurt Galaxy,H,CC,Cologne Centurions,6,T. Robinson,T. Robinson,"ROBINSON,T",1,1,WR,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,3.0,24.0,8.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,11.0,0.0,11.0,,,,,,,,,,,
2023,CCFG2311,FG,Frankfurt Galaxy,H,CC,Cologne Centurions,9,C. Erickson,C. Erickson,"ERICKSON,C",1,1,QB,27.0,42.0,0.64,191.0,0.0,2.0,33.0,4.55,7.07,92.96,0.0,2.0,15.0,4.0,1.95,3.0,-4.0,1.0,5.0,0.0,1.0,-1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2023,CCHD2303,HD,Hamburg Sea Devils,A,CC,Cologne Centurions,4,M. Maack,M. Maack,"MAACK,M",1,0,,1.0,3.0,0.33,7.0,0.0,0.0,7.0,2.33,7.0,52.93,0.0,0.0,0.0,2.33,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,CCHD2303,HD,Hamburg Sea Devils,A,CC,Cologne Centurions,12,P. Haire,P. Haire,"HAIRE,P",1,1,QB,14.0,22.0,0.64,212.0,0.0,1.0,31.0,9.64,15.14,135.49,0.0,2.0,10.0,8.42,6.54,9.0,41.0,46.0,5.0,2.0,20.0,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,CCHD2303,HD,Hamburg Sea Devils,H,CC,Cologne Centurions,12,D. Jacob,D. Jacob,"JACOB,D",1,1,QB,24.0,35.0,0.69,202.0,1.0,1.0,32.0,5.77,8.42,120.77,0.0,7.0,49.0,3.64,3.05,3.0,13.0,13.0,0.0,0.0,11.0,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2023,CCPM2301,PM,Paris Musketeers,A,CC,Cologne Centurions,1,Z. Edwards,Z. Edwards,"EDWARDS,Z",1,1,QB,33.0,46.0,0.72,302.0,2.0,0.0,35.0,6.57,9.15,141.23,0.0,8.0,46.0,4.74,5.48,16.0,70.0,79.0,9.0,0.0,14.0,4.38,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2023,CCPM2301,PM,Paris Musketeers,H,CC,Cologne Centurions,12,D. Jacob,D. Jacob,"JACOB,D",1,1,QB,15.0,30.0,0.5,160.0,2.0,0.0,44.0,5.33,10.67,116.8,0.0,5.0,31.0,3.69,4.83,6.0,36.0,39.0,3.0,0.0,15.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,CCRF2304,RF,Rhein Fire,A,CC,Cologne Centurions,12,R. Dagdelen,R. Dagdelen,"DAGDELEN,R",1,0,,2.0,2.0,1.0,20.0,0.0,0.0,18.0,10.0,10.0,184.0,0.0,0.0,0.0,10.0,10.0,1.0,-12.0,0.0,12.0,0.0,0.0,-12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,CCRF2304,RF,Rhein Fire,A,CC,Cologne Centurions,18,J. Clark,J. Clark,"CLARK,J",1,1,QB,23.0,36.0,0.64,335.0,6.0,1.0,44.0,9.31,14.57,191.5,0.0,1.0,3.0,8.97,11.0,4.0,11.0,15.0,4.0,0.0,8.0,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,CCRF2304,RF,Rhein Fire,H,CC,Cologne Centurions,9,J. Erickson,J. Erickson,"ERICKSON,J",1,1,QB,21.0,36.0,0.58,161.0,0.0,1.0,21.0,4.47,7.67,90.34,0.0,2.0,14.0,3.87,2.68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FEBT2301,BT,Berlin Thunder,A,FE,Fehervar Enthroners,10,P. Stubbe,P. Stubbe,"STUBBE,P",1,0,,2.0,4.0,0.5,14.0,0.0,0.0,10.0,3.5,7.0,79.4,0.0,0.0,0.0,3.5,3.5,1.0,3.0,3.0,0.0,0.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FEBT2301,BT,Berlin Thunder,A,FE,Fehervar Enthroners,13,D. Isom,D. Isom,"ISOM,D",1,1,QB,13.0,19.0,0.68,72.0,2.0,0.0,23.0,3.79,5.54,134.99,0.0,1.0,7.0,3.25,5.25,5.0,-2.0,11.0,13.0,0.0,8.0,-0.4,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FEBT2301,BT,Berlin Thunder,H,FE,Fehervar Enthroners,3,J. Evans,J. Evans,"EVANS,J",1,1,QB,9.0,12.0,0.75,75.0,0.0,0.0,27.0,6.25,8.33,127.5,0.0,8.0,53.0,1.1,1.1,8.0,39.0,48.0,9.0,0.0,17.0,4.88,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FEFG2302,FG,Frankfurt Galaxy,A,FE,Fehervar Enthroners,6,L. Hedrich,L. Hedrich,"HEDRICH,L",1,1,QB,14.0,24.0,0.58,215.0,3.0,0.0,38.0,8.96,15.36,174.83,0.0,0.0,0.0,8.96,11.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FEFG2302,FG,Frankfurt Galaxy,H,FE,Fehervar Enthroners,3,J. Evans,J. Evans,"EVANS,J",1,1,QB,15.0,22.0,0.68,153.0,1.0,0.0,46.0,6.95,10.2,141.6,0.0,4.0,29.0,4.77,5.54,5.0,16.0,21.0,5.0,1.0,13.0,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FEVV2305,VV,Vienna Vikings,A,FE,Fehervar Enthroners,8,C. Helbig,C. Helbig,"HELBIG,C",1,1,QB,10.0,16.0,0.62,179.0,0.0,0.0,61.0,11.19,17.9,156.48,0.0,1.0,5.0,10.24,10.24,5.0,13.0,13.0,0.0,2.0,8.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FEVV2305,VV,Vienna Vikings,H,FE,Fehervar Enthroners,10,M. Hegedus,M. Hegedus,"HEGEDUS,M",1,1,QB,16.0,34.0,0.47,149.0,1.0,1.0,23.0,4.38,9.31,87.69,0.0,2.0,9.0,3.89,3.19,4.0,11.0,15.0,4.0,0.0,11.0,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2023,FGCC2305,CC,Cologne Centurions,A,FG,Frankfurt Galaxy,9,C. Erickson,C. Erickson,"ERICKSON,C",1,1,QB,22.0,45.0,0.49,190.0,1.0,3.0,35.0,4.22,8.64,78.36,0.0,1.0,6.0,4.0,1.5,3.0,0.0,6.0,6.0,1.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2023,FGCC2305,CC,Cologne Centurions,H,FG,Frankfurt Galaxy,6,L. Heidrich,L. Heidrich,"HEIDRICH,L",1,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-4.0,0.0,4.0,0.0,0.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FGCC2305,CC,Cologne Centurions,H,FG,Frankfurt Galaxy,10,S. Cluley,S. Cluley,"CLULEY,S",1,1,QB,13.0,25.0,0.52,126.0,1.0,0.0,47.0,5.04,9.69,107.54,0.0,4.0,29.0,3.34,4.03,9.0,-1.0,33.0,34.0,0.0,13.0,-0.11,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2023,FGFE2309,FE,Fehervar Enthroners,A,FG,Frankfurt Galaxy,7,K. Doyle Jr,K. Doyle Jr,"JR,K DOYLE",1,1,QB,8.0,21.0,0.38,92.0,0.0,1.0,22.0,4.38,11.5,65.37,0.0,3.0,20.0,3.0,1.12,5.0,-14.0,8.0,22.0,0.0,8.0,-2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FGFE2309,FE,Fehervar Enthroners,A,FG,Frankfurt Galaxy,10,M. Hegedus,M. Hegedus,"HEGEDUS,M",1,0,,2.0,7.0,0.29,10.0,0.0,1.0,8.0,1.43,5.0,12.0,0.0,0.0,0.0,1.43,-5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
