player_id,player_number,player_first_name,player_last_name,player_position,player_height_m,player_height_in,player_weight_kg,player_weight_lbs,season,team
luca-dohn,60,Luca,Dohn,OL,1.9,74.8,125,275.58,2022,Berlin Thunder
bilyal-ahmed,64,Bilyal,Ahmed,OT,1.88,74.02,155,341.72,2022,Berlin Thunder
lawrence-cornwall-baptiste,66,Lawrence,Cornwall-Baptiste,OL,1.95,76.77,140,308.65,2022,Berlin Thunder
jannik-werblow,69,Jannik,Werblow,OL,1.97,77.56,130,286.6,2022,Berlin Thunder
robin-wilzeck,7,Robin,Wilzeck,WR,1.82,71.65,90,198.42,2022,Berlin Thunder
tobias-rodlauer,70,Tobias,Rodlauer,OL,1.94,76.38,135,297.62,2022,Berlin Thunder
gideon-grabert,71,Gideon,Grabert,OL,1.91,75.2,138,304.24,2022,Berlin Thunder
maximilian-kempchen,72,Maximilian,Kempchen,OL,1.92,75.59,113,249.12,2022,Berlin Thunder
marcel-camenz,73,Marcel,Camenz,OL,1.8,70.87,137,302.03,2022,Berlin Thunder
max-bahr,77,Max,Bähr,OL,1.88,74.02,114,251.33,2022,Berlin Thunder
cedric-ouattara,79,Cedric,Ouattara,OL,1.8,70.87,140,308.65,2022,Berlin Thunder
paul-seifert,8,Paul,Seifert,OLB,1.82,71.65,84,185.19,2022,Berlin Thunder
courtney-etienne,81,Courtney,Etienne,S,1.78,70.08,89,196.21,2022,Berlin Thunder
kelian-mouliom,83,Kelian,Mouliom,WR,1.87,73.62,85,187.39,2022,Berlin Thunder
nicolai-schumann,85,Nicolai,Schumann,TE,1.93,75.98,113,249.12,2022,Berlin Thunder
tillman-bolk,86,Tillman,Bolk,TE,1.92,75.59,110,242.51,2022,Berlin Thunder
gino-behling-lang,88,Gino,Behling-Lang,DT,1.98,77.95,130,286.6,2022,Berlin Thunder
philipp-schumann,89,Philipp,Schumann,WR,1.91,75.2,90,198.42,2022,Berlin Thunder
joe-germinerio,9,Joe ,Germinerio,QB,1.89,74.41,100,220.46,2022,Berlin Thunder
ben-baierl,90,Ben,Baierl,DT,1.93,75.98,120,264.55,2022,Berlin Thunder
tuna-hiller,92,Tuna,Hiller,DT,1.86,73.23,120,264.55,2022,Berlin Thunder
nick-rudloff,95,Nick,Rudloff,DT,1.86,73.23,135,297.62,2022,Berlin Thunder
marcel-behm,96,Marcel,Behm,DT,1.82,71.65,128,282.19,2022,Berlin Thunder
kay-wagner,97,Kay,Wagner,DT,1.85,72.83,128,282.19,2022,Berlin Thunder
michael-starck,99,Michael,Starck,DT,1.98,77.95,120,264.55,2022,Berlin Thunder
baran-celik,,BARAN,CELIK,ILB,1.80,,102,,2022,Berlin Thunder
rayan-khefif,,RAYAN,KHEFIF,ILB,1.88,,111,,2022,Berlin Thunder
robby-kendall,,ROBBY,KENDALL,S,1.83,,83,,2022,Berlin Thunder
maceo-beard,,MACEO,BEARD,S,1.89,,92,,2022,Berlin Thunder
