old_player_id,player_number,player_first_name,player_last_name,player_position,player_height_m,player_height_in,player_weight_kg,player_weight_lbs,season,team
nikolas-knoblauch,47,Nikolas,Knoblauch,ILB,1.78,70.08,98,216.05,2022,Stuttgart Surge
tom-stickel,48,Tom,Stickel,ILB,1.92,75.59,108,238.1,2022,Stuttgart Surge
michael-kimpiabi,49,Michael,Kimpiabi,DT,1.95,76.77,138,304.24,2022,Stuttgart Surge
marco-fischer,51,Marco,Fischer,OL,1.93,75.98,128,282.19,2022,Stuttgart Surge
darnell-minton,52,Darnell,Minton,OL,2.01,79.13,125,275.58,2022,Stuttgart Surge
dennis-gratza,55,Dennis,Gratza,ILB,1.75,68.9,97,213.85,2022,Stuttgart Surge
jean-charles-moukouri,6,Jean-Charles,Moukouri,RB,1.73,68.11,95,209.44,2022,Stuttgart Surge
nathan-kalemba,60,Nathan,Kalemba,OL,1.88,74.02,154,339.51,2022,Stuttgart Surge
elias-becher,62,Elias,Becher,OL,1.9,74.8,142,313.06,2022,Stuttgart Surge
maxime-roussel,66,Maxime,Roussel,OT,1.92,75.59,115,253.53,2022,Stuttgart Surge
thomas-ghebrezhirer,68,Thomas,Ghebrezhirer,OL,1.8,70.87,122,268.96,2022,Stuttgart Surge
paul-veritas,7,Paul,Veritas,OLB,1.89,74.41,105,231.49,2022,Stuttgart Surge
phileas-pasqualini,7,Philéas,Pasqualini,RB,1.8,70.87,106,233.69,2022,Stuttgart Surge
jan-steiger,71,Jan,Steiger,OL,1.98,77.95,115,253.53,2022,Stuttgart Surge
darko-pisaric,72,Darko,Pisaric,DT,1.93,75.98,117,257.94,2022,Stuttgart Surge
brice-ulrich-tchouadje,75,Brice Ulrich,Tchouadje,DT,1.8,70.87,123,271.17,2022,Stuttgart Surge
lenny-sadzik,79,Lenny,Sadzik,OL,1.96,77.17,155,341.72,2022,Stuttgart Surge
michael-bausch,8,Michael,Bausch,ILB,1.85,72.83,90,198.42,2022,Stuttgart Surge
peter-weiblen,85,Peter,Weiblen,WR,1.8,70.87,90,198.42,2022,Stuttgart Surge
benedikt-lang,86,Benedikt,Lang,WR,1.83,72.05,83,182.98,2022,Stuttgart Surge
jens-walter,88,Jens,Walter,TE,1.93,75.98,110,242.51,2022,Stuttgart Surge
dante-vandeven,9,Dante,Vandeven,QB,1.87,73.62,97,213.85,2022,Stuttgart Surge
jonata-loria,9,Jonata,Loria,K/P,1.78,70.08,70,154.32,2022,Stuttgart Surge
tobias-burkhardt,92,Tobias,Burkhardt,DT,1.92,75.59,123,271.17,2022,Stuttgart Surge
philipp-ungericht,97,Philipp,Ungericht,DE,1.96,77.17,125,275.58,2022,Stuttgart Surge
marcel-furst,98,Marcel,Fürst,DE,1.95,76.77,128,282.19,2022,Stuttgart Surge
sercan-vardar,99,Sercan,Vardar,DE,1.77,69.69,114,251.33,2022,Stuttgart Surge
abdelghafour-sedik,,ABDELGHAFOUR,SEDIK,OL,,,,,2022,Stuttgart Surge
adrian-gierczak,,ADRIAN,GIERCZAK,OL,,,,,2022,Stuttgart Surge
chris-voumbo,,CHRIS,VOUMBO,RB,1.80,,102,,2022,Stuttgart Surge
david-kovacevic,,DAVID,KOVACEVIC,RB,1.79,,93,,2022,Stuttgart Surge
enrico-pascual,,ENRICO,PASCUAL,WR,1.80,,77,,2022,Stuttgart Surge
randy-schroeder,,RANDY,SCHROEDER,QB,1.83,,89,,2022,Stuttgart Surge
nicko-schuster,,NICKO,SCHUSTER,FB,1.9,,110,,2022,Stuttgart Surge
janis-hackenberg,,JANIS,HACKENBERG,RB,1.84,,89,,2022,Stuttgart Surge
moritz-scharr,,MORITZ,SCHARR,WR,,,,,2022,Stuttgart Surge
moritz-riedinger,,MORITZ,RIEDINGER,WR,1.89,,88,,2022,Stuttgart Surge
robin-haberle,,ROBIN,HÄBERLE,OL,1.95,,152,,2022,Stuttgart Surge
