old_player_id,player_number,player_first_name,player_last_name,player_position,player_height_m,player_height_in,player_weight_kg,player_weight_lbs,season,team
patrick-poetsch,43,Patrick,Poetsch,FB,1.8,70.87,124,273.37,2022,Rhein Fire
martin-pinter,45,Martin ,Pinter,OLB,1.9,74.8,105,231.49,2022,Rhein Fire
julian-zorz,5,Julian,Zorz,RB,1.84,72.44,93,205.03,2022,Rhein Fire
dylan-bakker,52,Dylan,Bakker,LB,1.86,73.23,110,242.51,2022,Rhein Fire
maximilian-schmidt,54,Maximilian,Schmidt,OLB,1.89,74.41,98,216.05,2022,Rhein Fire
thomas-van-den-oort,55,Thomas,van den Oort,OLB,1.93,75.98,106,233.69,2022,Rhein Fire
justus-sleiman,58,Justus,Sleiman,DE,1.88,74.02,120,264.55,2022,Rhein Fire
emre-zengin,59,Emre ,Zengin,ILB,1.88,74.02,100,220.46,2022,Rhein Fire
timothy-knuettel,6,Timothy,Knüttel,WR,1.88,74.02,90,198.42,2022,Rhein Fire
marius-mohr,62,Marius,Mohr,OL,1.95,76.77,130,286.6,2022,Rhein Fire
arnoud-holierhoek,66,Arnoud,Holierhoek,OL,1.98,77.95,136,299.83,2022,Rhein Fire
nick-wiens,68,Nick,Wiens,OL,1.87,73.62,126,277.78,2022,Rhein Fire
joel-plum,69,Joel,Plum,OL,1.97,77.56,119,262.35,2022,Rhein Fire
till-janssen,7,Till,Janssen,CB,1.9,74.8,87,191.8,2022,Rhein Fire
florian-kallwitz,71,Florian,Kallwitz,OL,1.87,73.62,135,297.62,2022,Rhein Fire
philip-weinzierl,74,Philip,Weinzierl,OL,1.9,74.8,136,299.83,2022,Rhein Fire
vojislav-hahn,75,Vojislav,Hahn,OL,1.9,74.8,120,264.55,2022,Rhein Fire
jonathan-peppler,76,Jonathan,Peppler,OL,1.94,76.38,150,330.69,2022,Rhein Fire
sven-breidenbach,77,Sven,Breidenbach,OL,1.97,77.56,145,319.67,2022,Rhein Fire
ricky-tjong-a-tjoe,79,Ricky,Tjong-A-Tjoe,DE,1.91,75.2,120,264.55,2022,Rhein Fire
majan-jelvani,8,Majan,Jelvani,CB,1.88,74.02,95,209.44,2022,Rhein Fire
domenik-rofalski,82,Domenik,Rofalski,TE,1.91,75.2,103,227.08,2022,Rhein Fire
danny-lange,84,Danny,Lange,K,1.89,74.41,78,171.96,2022,Rhein Fire
aziz-rebai,85,Aziz,Rebai,WR,1.92,75.59,85,187.39,2022,Rhein Fire
nathaniel-robitaille,86,Nathaniel,Robitaille,WR,1.86,73.23,89,196.21,2022,Rhein Fire
florian-eichhorn,87,Florian,Eichhorn,TE,1.89,74.41,106,233.69,2022,Rhein Fire
marvin-pludra,88,Marvin,Pludra,TE,1.98,77.95,136,299.83,2022,Rhein Fire
richard-grooten,9,Richard,Grooten,S,1.77,69.69,82,180.78,2022,Rhein Fire
remy-feltes,90,Remy,Feltes,DE,1.95,76.77,145,319.67,2022,Rhein Fire
eric-adam,92,Eric,Adam,DE,1.97,77.56,110,242.51,2022,Rhein Fire
sebastian-fey,93,Sebastian,Fey,DT,1.93,75.98,125,275.58,2022,Rhein Fire
felix-siegert,94,Felix,Siegert,DE,1.91,75.2,105,231.49,2022,Rhein Fire
christian-van-horn,95,Christian,Van Horn,DT,1.83,72.05,120,264.55,2022,Rhein Fire
tyrese-owusu-bediako,96,Tyrese,Owusu-Bediako,DT,1.93,75.98,125,275.58,2022,Rhein Fire
jason-chikere,97,Jason,Chikere,DT,1.91,75.2,127,279.99,2022,Rhein Fire
maximilian-loetz,98,Maximilian,Loetz,DL,1.93,75.98,135,297.62,2022,Rhein Fire
luis-fiedler,57,LUIS,FIEDLER,OLB,1.8,,92,,2022,Rhein Fire
lars-schiefer,,LARS,SCHIEFER,CB,1.75,,78,,2022,Rhein Fire
jakob-bojko,,JAKOB,BOJKO,WR,1.85,,80,,2022,Rhein Fire
sebastian-van-santen,,SEBASTIAN,VAN SANTEN,K,1.93,,,,2022,Rhein Fire
silvan-barelds,,SILVAN,BARELDS,TE,1.98,,115,,2022,Rhein Fire
timo-jungst,,TIMO,JÜNGST,ILB,1.8,,105,,2022,Rhein Fire
