old_player_id,player_number,player_first_name,player_last_name,player_position,player_height_m,player_height_in,player_weight_kg,player_weight_lbs,season,team
firat-aybek,56,Firat,Aybek,OL,1.9,74.8,165,363.76,2022,Cologne Centurions
flamur-simon,57,Flamur,Simon,OLB,1.96,77.17,115,253.53,2022,Cologne Centurions
benjamin-cerimagic,6,Benjamin,Cerimagic,DE,1.92,75.59,108,238.1,2022,Cologne Centurions
jens-vogt,61,Jens,Vogt,OL,1.9,74.8,130,286.6,2022,Cologne Centurions
leon-michailidis,65,Leon Savvas,Michailidis,OL,1.85,72.83,160,352.74,2022,Cologne Centurions
marius-faust,66,Marius,Faust,OL,1.9,74.8,123,271.17,2022,Cologne Centurions
alexander-frisch,7,Alexander,Frisch,QB,1.95,76.77,93,205.03,2022,Cologne Centurions
leander-wiegand,71,Leander,Wiegand,OL,1.96,77.17,137,302.03,2022,Cologne Centurions
matej-bencek,72,Matej,Bencek,OL,1.93,75.98,121,266.76,2022,Cologne Centurions
fabian-kratz,73,Fabian,Kratz,OL,1.97,77.56,110,242.51,2022,Cologne Centurions
jan-hendrik-koch,74,Jan-Hendrik,Koch,OL,1.98,77.95,160,352.74,2022,Cologne Centurions
niklas-meiworm,76,Niklas,Meiworm,OL,1.96,77.17,147,324.08,2022,Cologne Centurions
frederik-schneider,79,Frederik,Schneider,OL,1.94,76.38,120,264.55,2022,Cologne Centurions
dean-tanwani,8,Dean,Tanwani,RB,1.7,66.93,91,200.62,2022,Cologne Centurions
valentin-rodiger,81,Valentin,Rodiger,WR,1.8,70.87,81,178.57,2022,Cologne Centurions
michael-ofosuhene,85,Michael,Ofosuhene,WR,1.81,71.26,88,194.01,2022,Cologne Centurions
laurin-wiegand,87,Laurin,Wiegand,TE,1.92,75.59,110,242.51,2022,Cologne Centurions
shida-wang,88,Shida,Wang,CB,1.8,70.87,87,191.8,2022,Cologne Centurions
sydney-amadu,9,Sydney,Amadu,ILB,1.85,72.83,113,249.12,2022,Cologne Centurions
arkady-naus,90,Arkady,Naus,DE,1.9,74.8,110,242.51,2022,Cologne Centurions
chris-richardson-jr,94,Chris,Richardson Jr.,DT,1.87,73.62,142,313.06,2022,Cologne Centurions
jahn-jesus-lara-perez,95,Jahn Jesus,Lara Perez,DE,1.88,74.02,122,268.96,2022,Cologne Centurions
janek-wenke,97,Janek,Wenke,DE,1.94,76.38,110,242.51,2022,Cologne Centurions
junior-de-souza-briele,99,Junior,De Souza Briele,DT,1.87,73.62,122,268.96,2022,Cologne Centurions
mohamad-gafur,,MOHAMAD,GAFUR,DE,1.79,,118,,2022,Cologne Centurions
kevin-foitzik,,KEVIN,FOITZIK,OL,1.85,,136,,2022,Cologne Centurions
tre-king,,TRE,KING,RB,1.82,,88,,2022,Cologne Centurions
