old_player_id,player_number,player_first_name,player_last_name,player_position,player_height_m,player_height_in,player_weight_kg,player_weight_lbs,season,team
robert-kahlke,77,Robert,Kahlke,OL,1.96,77.17,130,286.6,2021,Leipzig Kings
christoph-schob,78,Christoph,Schob,OL,1.95,76.77,140,308.65,2021,Leipzig Kings
viktor-wiederspahn,79,Viktor,Wiederspahn,OL/LS,1.8,70.87,120,264.55,2021,Leipzig Kings
alpha-jalloh,8,Alpha,Jalloh,WR,1.88,74.02,90,198.42,2021,Leipzig Kings
michael-bausch,8,Michael,Bausch,ILB,1.85,72.83,90,198.42,2021,Leipzig Kings
markus-riedel,80,Markus,Riedel,WR,1.81,71.26,85,187.39,2021,Leipzig Kings
antonio-fischer,81,Antonio,Fischer,WR,1.81,71.26,90,198.42,2021,Leipzig Kings
nils-baeumer,81,Nils,Bäumer,WR,1.85,72.83,86,189.6,2021,Leipzig Kings
jeremy-lang,82,Jeremy,Lang,WR,1.9,74.8,90,198.42,2021,Leipzig Kings
jonas-breme,83,Jonas,Breme,WR,1.76,69.29,86,189.6,2021,Leipzig Kings
joshua-lang,83,Joshua,Lang,WR,1.85,72.83,82,180.78,2021,Leipzig Kings
omi-yoshihito,84,Omi,Yoshihito,WR,1.81,71.26,84,185.19,2021,Leipzig Kings
anton-doroshev,85,Anton,Doroshev,TE,1.88,74.02,108,238.1,2021,Leipzig Kings
lukas-birkel,85,Lukas,Birkel,WR,1.85,72.83,85,187.39,2021,Leipzig Kings
felix-spliteser,89,Felix,Spliteser,WR,1.98,77.95,95,209.44,2021,Leipzig Kings
daniel-thiele,90,Daniel,Thiele,DT,1.96,77.17,140,308.65,2021,Leipzig Kings
steven-kuhne,90,Steven,Kühne,DL,1.91,75.2,140,308.65,2021,Leipzig Kings
dustin-dennerlein,91,Dustin,Dennerlein,DL/LS,1.87,73.62,118,260.15,2021,Leipzig Kings
aslan-zetterberg,92,Aslan,Zetterberg,DT,1.83,72.05,130,286.6,2021,Leipzig Kings
christopher-hans,93,Christopher,Hans,DE,1.87,73.62,120,264.55,2021,Leipzig Kings
vincent-buffet,99,Vincent,Buffet,DE,1.89,74.41,125,275.58,2021,Leipzig Kings
