player_id,player_number,player_first_name,player_last_name,player_position,player_height_m,player_height_in,player_weight_kg,player_weight_lbs,season,team
lukas-rehder,89,Lukas,Rehder,WR,1.93,75.98,92,202.83,2022,Hamburg Sea Devils
marvin-amankwah,9,Marvin,Amankwah,TE,1.85,72.83,100,220.46,2022,Hamburg Sea Devils
andre-rieckenberg,90,André,Rieckenberg,DE,1.97,77.56,120,264.55,2022,Hamburg Sea Devils
kasim-edebali,91,Kasim,Edebali,OLB,1.89,74.41,108,238.1,2022,Hamburg Sea Devils
berend-grube,94,Berend,Grube,DE,1.97,77.56,110,242.51,2022,Hamburg Sea Devils
evans-yeboah,95,Evans,Yeboah,DT,1.94,76.38,125,275.58,2022,Hamburg Sea Devils
tim-hanni,96,Tim,Hänni,DT,1.96,77.17,128,282.19,2022,Hamburg Sea Devils
hiswill-awuah,98,Hiswill,Awuah,DT,1.8,70.87,130,286.6,2022,Hamburg Sea Devils
nelson-imasuen,99,Nelson,Imasuen,DE,2.07,81.5,124,273.37,2022,Hamburg Sea Devils
dustin-mohrdieck,,DUSTIN,MOHRDIECK,ILB,1.86,,105,,2022,Hamburg Sea Devils
