old_player_id,player_number,player_first_name,player_last_name,player_position,player_height_m,player_height_in,player_weight_kg,player_weight_lbs,season,team
pierre-courageux,28,Pierre,Courageux,DB,1.88,74.02,92,202.83,2021,Panthers Wroclaw
szymon-jarmolkowicz,3,Szymon,Jarmołkowicz,DB,1.8,70.87,87,191.8,2021,Panthers Wroclaw
pawel-barul,30,Paweł,Barul,RB,1.82,71.65,95,209.44,2021,Panthers Wroclaw
jakub-halicki,34,Jakub,Halicki,S,1.8,70.87,85,187.39,2021,Panthers Wroclaw
filip-kloskowski,37,Filip ,Kłoskowski,LB,1.91,75.2,102,224.87,2021,Panthers Wroclaw
william-lloyd,4,William,Lloyd,ILB,1.85,72.83,98,216.05,2021,Panthers Wroclaw
konrad-starczewski,40,Konrad,Starczewski,FB,1.8,70.87,125,275.58,2021,Panthers Wroclaw
jan-chmiel,42,Jan,Chmiel,DE,1.84,72.44,104,229.28,2021,Panthers Wroclaw
kacper-bogdanski,44,Kacper,Bogdański,TE/ FB,1.73,68.11,103,227.08,2021,Panthers Wroclaw
tadhg-leader,44,Tadhg ,Leader,K,1.89,74.41,93,205.03,2021,Panthers Wroclaw
tomasz-kiszka,45,Tomasz,Kiszka,LB,1.8,70.87,102,224.87,2021,Panthers Wroclaw
antoni-idziak,47,Antoni,Idziak,ILB,1.77,69.69,93,205.03,2021,Panthers Wroclaw
kacper-oldak,49,Kacper,Ołdak,ILB,1.82,71.65,95,209.44,2021,Panthers Wroclaw
goran-zec,5,Goran,Zec,S,1.8,70.87,84,185.19,2021,Panthers Wroclaw
szymon-adamczyk,50,Szymon,Adamczyk,DT,1.84,72.44,117,257.94,2021,Panthers Wroclaw
karlis-brauns,54,Karlis,Brauns,DE,1.97,77.56,120,264.55,2021,Panthers Wroclaw
kacper-pawlak,56,Kacper,Pawlak,DL,1.82,71.65,115,253.53,2021,Panthers Wroclaw
kamil-ruta,6,Kamil,Ruta,OLB,1.87,73.62,112,246.92,2021,Panthers Wroclaw
stefan-drecun,64,Stefan,Drecun,OL,1.94,76.38,130,286.6,2021,Panthers Wroclaw
kamil-piatek,65,Kamil,Piątek,OL,1.86,73.23,130,286.6,2021,Panthers Wroclaw
kajetan-korzynski,68,Kajetan,Korżyński,OL,1.85,72.83,120,264.55,2021,Panthers Wroclaw
jakub-wasiel,7,Jakub,Wąsiel,WR,1.72,67.72,,,2021,Panthers Wroclaw
phileas-pasqualini,7,Philéas,Pasqualini,RB,1.8,70.87,106,233.69,2021,Panthers Wroclaw
marek-stajer,70,Marek,Stajer,OL,1.77,69.69,133,293.21,2021,Panthers Wroclaw
kamil-kur,71,Kamil,Kur,OL,1.84,72.44,107,235.89,2021,Panthers Wroclaw
damian-krawiec,73,Damian,Krawiec,OL,1.84,72.44,150,330.69,2021,Panthers Wroclaw
murilo-silva,74,Murilo,Silva,OL,1.87,73.62,135,297.62,2021,Panthers Wroclaw
eduardo-gonzalez,79,Eduardo,Sanchez González,OL,1.97,77.56,160,352.74,2021,Panthers Wroclaw
hubert-ogrodowczyk,8,Hubert,Ogrodowczyk,ILB,1.82,71.65,103,227.08,2021,Panthers Wroclaw
przemyslaw-banat,82,Przemysław,Banat,WR,1.88,74.02,85,187.39,2021,Panthers Wroclaw
jan-korkuc,83,Jan,Korkuć,WR,1.87,73.62,85,187.39,2021,Panthers Wroclaw
kamil-muller,83,Kamil,Muller,WR,1.84,72.44,88,194.01,2021,Panthers Wroclaw
michal-goszczynski,84,Michał,Goszczyński,WR,1.97,77.56,92,202.83,2021,Panthers Wroclaw
oskar-wypych,85,Oskar,Wypych,WR,1.8,70.87,87,191.8,2021,Panthers Wroclaw
igor-maslanka,87,Igor,Mašlanka,TE,1.96,77.17,115,253.53,2021,Panthers Wroclaw
tobiasz-witalis,9,Tobiasz,Witalis,DB,1.78,70.08,80,176.37,2021,Panthers Wroclaw
jacek-wszol,90,Jacek,Wszół,DL,1.86,73.23,105,231.49,2021,Panthers Wroclaw
adrian-brudny,92,Adrian,Brudny,DL,1.85,72.83,132,291.01,2021,Panthers Wroclaw
damian-wesolowski,93,Damian,Wesolowski,DT,1.94,76.38,125,275.58,2021,Panthers Wroclaw
szymon-grzebieniak,95,Szymon,Grzebieniak,DL,1.94,76.38,110,242.51,2021,Panthers Wroclaw
piotr-ostrowski,96,Piotr,Ostrowski,DE,1.91,75.2,115,253.53,2021,Panthers Wroclaw
lukasz-gembara,97,Łukasz,Gembara,DT,1.85,72.83,130,286.6,2021,Panthers Wroclaw
mateusz-dymek,98,Mateusz,Dymek,DL,1.85,72.83,104,229.28,2021,Panthers Wroclaw
robert-rosolek,99,Robert,Rosołek,DE,1.92,75.59,103,227.08,2021,Panthers Wroclaw
