player_id,player_number,player_first_name,player_last_name,player_position,player_height_m,player_height_in,player_weight_kg,player_weight_lbs,season,team
konrad-stepien,58,Konrad,Stępień,OLB,1.84,72.44,104,229.28,2022,Panthers Wroclaw
kamil-ruta,6,Kamil,Ruta,OLB,1.87,73.62,112,246.92,2022,Panthers Wroclaw
mateusz-samczuk,61,Mateusz,Samczuk,OL,1.97,77.56,159,350.53,2022,Panthers Wroclaw
kamil-piatek,65,Kamil,Piątek,OL,1.86,73.23,130,286.6,2022,Panthers Wroclaw
sebastian-kojkol,68,Sebastian,Kojkol,OL,1.9,74.8,130,286.6,2022,Panthers Wroclaw
idriss-ramky,7,Idriss,Ramky,WR,1.88,74.02,89,196.21,2022,Panthers Wroclaw
thomas-fileccia,71,Thomas,Fileccia,OL,192.0,7559.06,130,286.6,2022,Panthers Wroclaw
konrad-orzechowski,73,Konrad,Orzechowski,OL,1.98,77.95,125,275.58,2022,Panthers Wroclaw
mateusz-konwent,73,Mateusz,Konwent,OL,1.85,72.83,128,282.19,2022,Panthers Wroclaw
murilo-silva,74,Murilo,Silva,OL,1.87,73.62,135,297.62,2022,Panthers Wroclaw
hubert-ogrodowczyk,8,Hubert,Ogrodowczyk,ILB,1.82,71.65,103,227.08,2022,Panthers Wroclaw
przemyslaw-banat,82,Przemysław,Banat,WR,1.88,74.02,85,187.39,2022,Panthers Wroclaw
kamil-muller,83,Kamil,Muller,WR,1.84,72.44,88,194.01,2022,Panthers Wroclaw
michal-goszczynski,84,Michał,Goszczyński,WR,1.97,77.56,92,202.83,2022,Panthers Wroclaw
mateusz-wojakiewicz,87,Mateusz,Wojakiewicz,TE,1.93,75.98,110,242.51,2022,Panthers Wroclaw
maciej-krupa,88,Maciej,Krupa,WR,1.8,70.87,80,176.37,2022,Panthers Wroclaw
bartosz-wozniak,89,Bartosz,Woźniak,S,1.9,74.8,85,187.39,2022,Panthers Wroclaw
maxime-rouyer,9,Maxime,Rouyer,ILB,1.85,72.83,106,233.69,2022,Panthers Wroclaw
dusan-novakovic,90,Dušan,Novaković,DT,1.9,74.8,110,242.51,2022,Panthers Wroclaw
damian-wesolowski,93,Damian,Wesolowski,DT,1.94,76.38,125,275.58,2022,Panthers Wroclaw
piotr-ostrowski,96,Piotr,Ostrowski,DE,1.91,75.2,115,253.53,2022,Panthers Wroclaw
lukasz-gembara,97,Łukasz,Gembara,DT,1.85,72.83,130,286.6,2022,Panthers Wroclaw
alex-powar,98,Alex,Powar,DE,1.88,74.02,115,253.53,2022,Panthers Wroclaw
robert-rosolek,99,Robert,Rosołek,DE,1.92,75.59,103,227.08,2022,Panthers Wroclaw
adam-skakowski,,ADAM,SKAKOWSKI,RB,1.78,,95,,2022,Panthers Wroclaw
daniel-bria,,DANIEL,BRIA,OL,1.91,,130,,2022,Panthers Wroclaw
justice-hansen,,JUSTICE,HANSEN,QB,1.9,,102,,2022,Panthers Wroclaw
misiona-aiolupotea-pei,,MISIONA,AIOLUPOTEA-PEI,DT,1.9,,120,,2022,Panthers Wroclaw
nemieceo-loureiro,,NEMIECEO,LOUREIRO,RB,1.82,,90,,2022,Panthers Wroclaw
lukas-bockay,,LUKÁŠ,BOČKAY,OL,1.99,,138,,2022,Panthers Wroclaw
tomasz-dziedzic,,TOMASZ,DZIEDZIC,WR,1.85,,70,,2022,Panthers Wroclaw
