player_id,player_number,player_first_name,player_last_name,player_position,player_height_m,player_height_in,player_weight_kg,player_weight_lbs,season,team
serif-emir-dulger,68,Şerif Emir,Dülger,OL,1.9,74.8,122,268.96,2022,Istanbul Rams
ilhan-efe-geyik,7,İlhan Efe,Geyik,DE,1.88,74.02,112,246.92,2022,Istanbul Rams
cevad-kucuksengun,70,Cevad,Küçükşengün,OL,1.9,74.8,141,310.85,2022,Istanbul Rams
emre-dumlupinar,72,Emre,Dumlupınar,OL,1.9,74.8,132,291.01,2022,Istanbul Rams
burak-tatar,73,Burak,Tatar,DE,1.93,75.98,122,268.96,2022,Istanbul Rams
erdem-altun,76,Erdem,Altun,OL,1.78,70.08,117,257.94,2022,Istanbul Rams
zafer-ceylan,77,Zafer,Ceylan,DT,1.88,74.02,133,293.21,2022,Istanbul Rams
bahadir-akbas,79,Bahadır,Akbaş,OL,1.92,75.59,146,321.87,2022,Istanbul Rams
taha-cokadar,8,Taha,Çokadar,RB,1.75,68.9,92,202.83,2022,Istanbul Rams
alp-burak-camlier,84,Alp Burak,Çamlıer,WR,1.78,70.08,83,182.98,2022,Istanbul Rams
emir-sariyildiz,88,Emir,Sarıyıldız,TE,1.9,74.8,108,238.1,2022,Istanbul Rams
anthony-abandzounou,90,Anthony,Abandzounou,DE,1.95,76.77,106,233.69,2022,Istanbul Rams
burak-karacor,92,Burak,Karaçor,DE,1.87,73.62,108,238.1,2022,Istanbul Rams
abdullah-kilany,93,Abdullah,Kilany,DE,1.87,73.62,105,231.49,2022,Istanbul Rams
sinan-cingilli,94,Sinan,Cingilli,DT,1.98,77.95,145,319.67,2022,Istanbul Rams
berkan-zaimoglu,99,Berkan,Zaimoğlu,DT,1.9,74.8,121,266.76,2022,Istanbul Rams
ahmet-cem-inan,,AHMET,CEM İNAN,QB,1.85,,85,,2022,Istanbul Rams
alkaly-cisse,,ALKALY,CISSE,S,1.82,,86,,2022,Istanbul Rams
andre-whyte,,ANDRE,WHYTE,S,1.85,,97,,2022,Istanbul Rams
aytac-mercan,,AYTAÇ,MERCAN,RB,1.75,,74,,2022,Istanbul Rams
caner-dundar,,CANER,DÜNDAR,S,1.75,,79,,2022,Istanbul Rams
darius-lewis,,DARIUS,LEWIS,CB,1.78,,86,,2022,Istanbul Rams
devin-heckstall,,DEVIN,HECKSTALL,WR,1.98,,86,,2022,Istanbul Rams
muneyuki-kinoshita,,MUNEYUKI,KINOSHITA,WR,1.73,,82,,2022,Istanbul Rams
noah-allsten,,NOAH,ALLSTEN,CB,1.85,,88,,2022,Istanbul Rams
kris-wedderburn,,KRIS,WEDDERBURN,WR,1.88,,95,,2022,Istanbul Rams
jared-stegman,,JARED,STEGMAN,QB,1.88,,91,,2022,Istanbul Rams
onur-dogan,,ONUR,DOĞAN,OL,1.92,,111,,2022,Istanbul Rams
sebastian-arenas,,SEBASTIAN,ARENAS,OL,1.96,,136,,2022,Istanbul Rams
tyrese-johnson-fisher,,TYRESE,JOHNSON-FISHER,RB,1.8,,100,,2022,Istanbul Rams
selahattin-saka,,SELAHATTIN,SAKA,OLB,1.85,,95,,2022,Istanbul Rams
najee-mundicha,,NAJEE,MUNDICHA,DT,1.96,,161,,2022,Istanbul Rams
mandy-uwadilachi,,MANDY,UWADILACHI,DT,1.87,,121,,2022,Istanbul Rams
