old_player_id,player_number,player_first_name,player_last_name,player_position,player_height_m,player_height_in,player_weight_kg,player_weight_lbs,season,team
carlos-guillen,77,Carlos,Guillén,OL,1.88,74.02,116,255.74,2021,Barcelona Dragons
axel-irigoite,78,Axel,Irigoite,OL,1.78,70.08,137,302.03,2021,Barcelona Dragons
irvin-santana,79,Irvin,Santana,OL,1.8,70.87,122,268.96,2021,Barcelona Dragons
giorgio-tavecchio,8,Giorgio,Tavecchio,K,1.78,70.08,82,180.78,2021,Barcelona Dragons
thomas-costa,8,Thomas,Costa Anessiadis,CB,1.82,71.65,80,176.37,2021,Barcelona Dragons
jordi-torrededia,80,Jordi,Torrededia,WR,1.77,69.69,74,163.14,2021,Barcelona Dragons
juan-hervas,82,Juan,Hervas,WR,1.81,71.26,72,158.73,2021,Barcelona Dragons
javier-barrena,83,Javier,Barrena,RB/WR,,,,,2021,Barcelona Dragons
jaume-llinas,85,Jaume,Llinas,WR,1.7,66.93,73,160.94,2021,Barcelona Dragons
ivan-iordanov,88,Ivan,Iordanov,WR,1.9,74.8,83,182.98,2021,Barcelona Dragons
arthur-pinheiro,93,Arthur,Pinheiro,DL,1.9,74.8,128,282.19,2021,Barcelona Dragons
yago-rivero,99,Yago,Rivero,DE,1.86,73.23,105,231.49,2021,Barcelona Dragons
