old_player_id,player_number,player_first_name,player_last_name,player_position,player_height_m,player_height_in,player_weight_kg,player_weight_lbs,season,team
louis-muller,27,Louis,Müller,CB,1.77,69.69,88,194.01,2021,Hamburg Sea Devils
barry-maruschke,28,Barry,Maruschke,CB,1.84,72.44,89,196.21,2021,Hamburg Sea Devils
dominic-yaw-aboagye-duah,29,Dominic Yaw,Aboagye-Duah,DB,1.86,73.23,,,2021,Hamburg Sea Devils
miguel-alessandro-boock,3,Miguel Alessandro,Boock,ILB,1.81,71.26,88,194.01,2021,Hamburg Sea Devils
johann-gisli-hummel,32,Jóhann Gísli,Hummel,RB,1.83,72.05,91,200.62,2021,Hamburg Sea Devils
eldert-terekuu,33,Eldert,Terekuu,CB,1.8,70.87,92,202.83,2021,Hamburg Sea Devils
kenneth-komlan-soussoukpo,33,Kenneth Komlan,Soussoukpo,DB,1.9,74.8,90,198.42,2021,Hamburg Sea Devils
julian-ampaw,34,Julian,Ampaw,RB,1.86,73.23,,,2021,Hamburg Sea Devils
jeffrey-juurlink,35,Jeffrey,Juurlink,DB,1.85,72.83,86,189.6,2021,Hamburg Sea Devils
phillip-friis-andersen,4,Phillip Friis,Andersen,K/P,1.8,70.87,88,194.01,2021,Hamburg Sea Devils
matthias-spiegel,40,Matthias,Spiegel,ILB,1.8,70.87,95,209.44,2021,Hamburg Sea Devils
jonas-tykfer,42,Jonas,Tykfer,LB,1.9,74.8,100,220.46,2021,Hamburg Sea Devils
john-levi-kruse,44,John Levi,Kruse,TE,1.94,76.38,110,242.51,2021,Hamburg Sea Devils
jeremy-sarfo,45,Jeremy,Sarfo,FB,1.8,70.87,107,235.89,2021,Hamburg Sea Devils
daniel-rotermel,46,Daniel,Rotärmel,LB,1.94,76.38,110,242.51,2021,Hamburg Sea Devils
paco-ufuk-varol,47,Paco (Ufuk),Varol,LB,1.9,74.8,,,2021,Hamburg Sea Devils
tobias-kolb,48,Tobias,Kolb,FB,1.82,71.65,112,246.92,2021,Hamburg Sea Devils
sedwon-kaya,49,Sedwon,Kaya,LB,1.9,74.8,93,205.03,2021,Hamburg Sea Devils
jan-phillip-bombek,5,Jan-Phillip,Bombek,OLB,1.93,75.98,110,242.51,2021,Hamburg Sea Devils
joshua-petersen,5,Joshua,Petersen,QB,1.96,77.17,100,220.46,2021,Hamburg Sea Devils
gian-de-guzman,51,Gian,De Guzman,OL,1.81,71.26,130,286.6,2021,Hamburg Sea Devils
ambroise-mati,52,Ambroise,Mati,OLB,1.83,72.05,97,213.85,2021,Hamburg Sea Devils
filip-liberio-filipovic,53,Filip-Liberio,Filipovic,DL,1.9,74.8,115,253.53,2021,Hamburg Sea Devils
thiago-lessow,54,Thiago,Lessow,OLB,1.87,73.62,95,209.44,2021,Hamburg Sea Devils
okan-guzel,55,Okan,Güzel,DE,1.87,73.62,115,253.53,2021,Hamburg Sea Devils
giovanni-nanguy,56,Giovanni,Nanguy,OLB,1.92,75.59,105,231.49,2021,Hamburg Sea Devils
daniel-laporte,57,Daniel,Laporte,ILB,1.85,72.83,97,213.85,2021,Hamburg Sea Devils
eric-de-souza,62,Eric,De Souza,DT,1.97,77.56,140,308.65,2021,Hamburg Sea Devils
ron-mac-spiegel,65,Ron Mac,Spiegel,OL,2.0,78.74,155,341.72,2021,Hamburg Sea Devils
keanu-ebanks,68,Keanu,Ebanks,OL,1.97,77.56,,,2021,Hamburg Sea Devils
david-weinstock,69,David,Weinstock,OL,1.86,73.23,127,279.99,2021,Hamburg Sea Devils
henning-knuth,70,Henning,Knuth,OL,1.9,74.8,150,330.69,2021,Hamburg Sea Devils
oscar-sundqvist,70,Oscar,Sundqvist,OL,,,,,2021,Hamburg Sea Devils
niklas-wiem,72,Niklas,Wiem,OL,1.9,74.8,130,286.6,2021,Hamburg Sea Devils
dennis-kenzler,74,Dennis,Kenzler,OL,1.99,78.35,130,286.6,2021,Hamburg Sea Devils
brice-ulrich-tchouadje,75,Brice Ulrich,Tchouadje,DT,1.8,70.87,123,271.17,2021,Hamburg Sea Devils
friedemann-peters,75,Friedemann,Peters,OL,1.96,77.17,140,308.65,2021,Hamburg Sea Devils
timo-winter,76,Timo,Winter,OL,1.88,74.02,140,308.65,2021,Hamburg Sea Devils
robin-fensch,77,Robin,Fensch,OL,1.94,76.38,130,286.6,2021,Hamburg Sea Devils
ilias-werner-maragos,78,Ilias Werner,Maragos,OL,1.93,75.98,129,284.4,2021,Hamburg Sea Devils
adria-botella-moreno,8,Adria,Botella Moreno,TE,1.98,77.95,114,251.33,2021,Hamburg Sea Devils
diego-antonio-arboleda-sanchez,80,Diego Antonio,Arboleda Sanchez,WR,2.0,78.74,104,229.28,2021,Hamburg Sea Devils
kwame-ofori,81,Kwame,Ofori,WR,1.92,75.59,95,209.44,2021,Hamburg Sea Devils
maximilian-michael-donalies,85,Maximilian Michael,Donalies,TE,2.0,78.74,113,249.12,2021,Hamburg Sea Devils
lukas-rehder,89,Lukas,Rehder,WR,1.93,75.98,92,202.83,2021,Hamburg Sea Devils
marvin-amankwah,9,Marvin,Amankwah,TE,1.85,72.83,100,220.46,2021,Hamburg Sea Devils
andre-rieckenberg,90,André,Rieckenberg,DE,1.97,77.56,120,264.55,2021,Hamburg Sea Devils
kasim-edebali,91,Kasim,Edebali,OLB,1.89,74.41,108,238.1,2021,Hamburg Sea Devils
alexander-babic,93,Alexander,Babic,DT,1.95,76.77,135,297.62,2021,Hamburg Sea Devils
berend-grube,94,Berend,Grube,DE,1.97,77.56,110,242.51,2021,Hamburg Sea Devils
evans-yeboah,95,Evans,Yeboah,DT,1.94,76.38,125,275.58,2021,Hamburg Sea Devils
hiswill-awuah,98,Hiswill,Awuah,DT,1.8,70.87,130,286.6,2021,Hamburg Sea Devils
nelson-imasuen,99,Nelson,Imasuen,DE,2.07,81.5,124,273.37,2021,Hamburg Sea Devils
