old_player_id,player_number,player_first_name,player_last_name,player_position,player_height_m,player_height_in,player_weight_kg,player_weight_lbs,season,team
marvin-wappl,92,Marvin,Wappl,DT,1.86,73.23,100,220.46,2022,Vienna Vikings
florian-grunsteidl,94,Florian,Grünsteidl,DT,1.91,75.2,125,275.58,2022,Vienna Vikings
daniel-pozarek,99,Daniel,Pozarek,DT,1.88,74.02,108,238.1,2022,Vienna Vikings
maximilian-mullner,99,Maximilian,Müllner,DT,1.85,72.83,126,277.78,2022,Vienna Vikings
clemens-walz,,CLEMENS,WALZ,OL,1.83,,115,,2022,Vienna Vikings
cody-smith,,CODY,SMITH,S,1.85,,91,,2022,Vienna Vikings
dominic-siegel,,DOMINIC,SIEGEL,DE,1.92,,115,,2022,Vienna Vikings
kende-rathonyi,,KENDE,RATHONYI,RB,1.84,,93,,2022,Vienna Vikings
enzo-mensah,,ENZO,MENSAH,OLB,1.94,,112,,2022,Vienna Vikings
florian-albrecht,,FLORIAN,ALBRECHT,CB,1.8,,82,,2022,Vienna Vikings
florian-jobst,,FLORIAN,JOBST,CB,1.84,,86,,2022,Vienna Vikings
weston-carr,,WESTON,CARR,WR,1.89,,91,,2022,Vienna Vikings
sam-taylor,,SAM,TAYLOR,ILB,1.83,,100,,2022,Vienna Vikings
nikolaus-rabitsch,,NIKOLAUS,RABITSCH,WR,1.79,,83,,2022,Vienna Vikings
matthias-stockamp,,MATTHIAS,STOCKAMP,OL,1.91,,143,,2022,Vienna Vikings
moriz-elmauthaler,,MORIZ,ELMAUTHALER,ILB,1.79,,97,,2022,Vienna Vikings
raoul-hrouda,,RAOUL,HROUDA,WR,1.8,,82,,2022,Vienna Vikings
