season,week,is_game_finished,game_date,game_time,game_time_zone,game_date_utc,away_team,home_team,away_score,home_score,game_url,game_id
2023,9,false,2023-07-30 16:25:00,4:25 pm,CET,2023-07-30 15:25:00,Helvetic Guards,Munich Ravens,,,/live-games/230730-helvetic-guards-munich-ravens,230730-helvetic-guards-munich-ravens
2023,11,false,2023-08-12 17:00:00,5:00 pm,CET,2023-08-12 16:00:00,Frankfurt Galaxy,Cologne Centurions,,,/live-games/230812-frankfurt-galaxy-cologne-centurions,230812-frankfurt-galaxy-cologne-centurions
2023,11,false,2023-08-12 17:00:00,5:00 pm,CET,2023-08-12 16:00:00,Leipzig Kings,Fehervar Enthroners,,,/live-games/230812-leipzig-kings-fehervar-enthroners,230812-leipzig-kings-fehervar-enthroners
2023,11,false,2023-08-12 18:00:00,6:00 pm,CET,2023-08-12 17:00:00,Helvetic Guards,Raiders Tirol,,,/live-games/230812-helvetic-guards-raiders-tirol,230812-helvetic-guards-raiders-tirol
2023,11,false,2023-08-12 19:00:00,7:00 pm,CET,2023-08-12 18:00:00,Milano Seamen,Barcelona Dragons,,,/live-games/230812-milano-seamen-barcelona-dragons,230812-milano-seamen-barcelona-dragons
2023,11,false,2023-08-13 13:00:00,1:00 pm,CET,2023-08-13 12:00:00,Munich Ravens,Stuttgart Surge,,,/live-games/230813-munich-ravens-stuttgart-surge,230813-munich-ravens-stuttgart-surge
2023,11,false,2023-08-13 13:00:00,1:00 pm,CET,2023-08-13 12:00:00,Vienna Vikings,Panthers Wroclaw,,,/live-games/230813-vienna-vikings-panthers-wroclaw,230813-vienna-vikings-panthers-wroclaw
2023,11,false,2023-08-13 16:25:00,4:25 pm,CET,2023-08-13 15:25:00,Hamburg Sea Devils,Rhein Fire,,,/live-games/230813-hamburg-sea-devils-rhein-fire,230813-hamburg-sea-devils-rhein-fire
2023,11,false,2023-08-13 16:25:00,4:25 pm,CET,2023-08-13 15:25:00,Prague Lions,Berlin Thunder,,,/live-games/230813-prague-lions-berlin-thunder,230813-prague-lions-berlin-thunder
2023,12,false,2023-08-19 17:00:00,5:00 pm,CET,2023-08-19 16:00:00,Fehervar Enthroners,Prague Lions,,,/live-games/230819-fehervar-enthroners-prague-lions,230819-fehervar-enthroners-prague-lions
2023,12,false,2023-08-19 17:00:00,5:00 pm,CET,2023-08-19 16:00:00,Berlin Thunder,Panthers Wroclaw,,,/live-games/230819-berlin-thunder-panthers-wroclaw,230819-berlin-thunder-panthers-wroclaw
2023,12,false,2023-08-19 18:00:00,6:00 pm,CET,2023-08-19 17:00:00,Cologne Centurions,Leipzig Kings,,,/live-games/230819-cologne-centurions-leipzig-kings,230819-cologne-centurions-leipzig-kings
2023,12,false,2023-08-19 18:00:00,6:00 pm,CET,2023-08-19 17:00:00,Raiders Tirol,Vienna Vikings,,,/live-games/230819-raiders-tirol-vienna-vikings,230819-raiders-tirol-vienna-vikings
2023,12,false,2023-08-19 19:00:00,7:00 pm,CET,2023-08-19 18:00:00,Stuttgart Surge,Barcelona Dragons,,,/live-games/230819-stuttgart-surge-barcelona-dragons,230819-stuttgart-surge-barcelona-dragons
2023,12,false,2023-08-20 13:00:00,1:00 pm,CET,2023-08-20 12:00:00,Milano Seamen,Frankfurt Galaxy,,,/live-games/230820-milano-seamen-frankfurt-galaxy,230820-milano-seamen-frankfurt-galaxy
2023,12,false,2023-08-20 13:00:00,1:00 pm,CET,2023-08-20 12:00:00,Paris Musketeers,Hamburg Sea Devils,,,/live-games/230820-paris-musketeers-hamburg-sea-devils,230820-paris-musketeers-hamburg-sea-devils
2023,12,false,2023-08-20 16:25:00,4:25 pm,CET,2023-08-20 15:25:00,Rhein Fire,Munich Ravens,,,/live-games/230820-rhein-fire-munich-ravens,230820-rhein-fire-munich-ravens
2023,13,false,2023-08-26 17:00:00,5:00 pm,CET,2023-08-26 16:00:00,Barcelona Dragons,Paris Musketeers,,,/live-games/230826-barcelona-dragons-paris-musketeers,230826-barcelona-dragons-paris-musketeers
2023,13,false,2023-08-26 18:00:00,6:00 pm,CET,2023-08-26 17:00:00,Stuttgart Surge,Raiders Tirol,,,/live-games/230826-stuttgart-surge-raiders-tirol,230826-stuttgart-surge-raiders-tirol
2023,13,false,2023-08-26 18:00:00,6:00 pm,CET,2023-08-26 17:00:00,Fehervar Enthroners,Vienna Vikings,,,/live-games/230826-fehervar-enthroners-vienna-vikings,230826-fehervar-enthroners-vienna-vikings
2023,13,false,2023-08-26 19:00:00,7:00 pm,CET,2023-08-26 18:00:00,Munich Ravens,Milano Seamen,,,/live-games/230826-munich-ravens-milano-seamen,230826-munich-ravens-milano-seamen
2023,13,false,2023-08-27 13:00:00,1:00 pm,CET,2023-08-27 12:00:00,Leipzig Kings,Berlin Thunder,,,/live-games/230827-leipzig-kings-berlin-thunder,230827-leipzig-kings-berlin-thunder
2023,13,false,2023-08-27 13:00:00,1:00 pm,CET,2023-08-27 12:00:00,Prague Lions,Cologne Centurions,,,/live-games/230827-prague-lions-cologne-centurions,230827-prague-lions-cologne-centurions
2023,13,false,2023-08-27 16:25:00,4:25 pm,CET,2023-08-27 15:25:00,Frankfurt Galaxy,Hamburg Sea Devils,,,/live-games/230827-frankfurt-galaxy-hamburg-sea-devils,230827-frankfurt-galaxy-hamburg-sea-devils
2023,13,false,2023-08-27 16:25:00,4:25 pm,CET,2023-08-27 15:25:00,Rhein Fire,Helvetic Guards,,,/live-games/230827-rhein-fire-helvetic-guards,230827-rhein-fire-helvetic-guards
2023,14,false,2023-09-02 17:00:00,5:00 pm,CET,2023-09-02 16:00:00,Cologne Centurions,Paris Musketeers,,,/live-games/230902-cologne-centurions-paris-musketeers,230902-cologne-centurions-paris-musketeers
2023,14,false,2023-09-02 19:00:00,7:00 pm,CET,2023-09-02 18:00:00,Raiders Tirol,Milano Seamen,,,/live-games/230902-raiders-tirol-milano-seamen,230902-raiders-tirol-milano-seamen
2023,14,false,2023-09-03 13:00:00,1:00 pm,CET,2023-09-03 12:00:00,Barcelona Dragons,Munich Ravens,,,/live-games/230903-barcelona-dragons-munich-ravens,230903-barcelona-dragons-munich-ravens
2023,14,false,2023-09-03 13:00:00,1:00 pm,CET,2023-09-03 12:00:00,Hamburg Sea Devils,Berlin Thunder,,,/live-games/230903-hamburg-sea-devils-berlin-thunder,230903-hamburg-sea-devils-berlin-thunder
2023,14,false,2023-09-03 16:25:00,4:25 pm,CET,2023-09-03 15:25:00,Rhein Fire,Frankfurt Galaxy,,,/live-games/230903-rhein-fire-frankfurt-galaxy,230903-rhein-fire-frankfurt-galaxy
2023,14,false,2023-09-03 16:25:00,4:25 pm,CET,2023-09-03 15:25:00,Helvetic Guards,Stuttgart Surge,,,/live-games/230903-helvetic-guards-stuttgart-surge,230903-helvetic-guards-stuttgart-surge
2023,14,false,2023-09-03 16:25:00,4:25 pm,CET,2023-09-03 15:25:00,Vienna Vikings,Prague Lions,,,/live-games/230903-vienna-vikings-prague-lions,230903-vienna-vikings-prague-lions
2023,14,false,2023-09-03 16:25:00,4:25 pm,CET,2023-09-03 15:25:00,Panthers Wroclaw,Fehervar Enthroners,,,/live-games/230903-panthers-wroclaw-fehervar-enthroners,230903-panthers-wroclaw-fehervar-enthroners
