,player_id,player_number,player_first_name,player_last_name,player_position,player_height_m,player_height_in,player_weight_kg,player_weight_lbs,season,team
360,grzegorz-piotrowski,28,Grzegorz,Piotrowski,DB,1.82,71.65,90,198.42,2021,Panthers Wroclaw
361,guillem-visent,82,Guillem,Visent,WR,1.8,70.87,89,196.21,2022,Barcelona Dragons
362,guillermo-bahillo,50,Guillermo,Bahillo,LB,1.84,72.44,80,176.37,2021,Barcelona Dragons
363,hamsa-el-zein,50,Hamsa,El-Zein,DT,1.88,74.02,140,308.65,2022,Berlin Thunder
364,hamsa-el-zein,50,Hamsa,El-Zein,DT,1.88,74.02,140,308.65,2021,Berlin Thunder
365,hamudi-chehab,38,Hamudi,Chehab,DB,1.8,70.87,73,160.94,2021,Frankfurt Galaxy
366,hannes-darley,69,Hannes,Darley,OL,1.93,75.98,112,246.92,2021,Cologne Centurions
367,harlan-kwofie,10,Harlan,Kwofie,WR,1.89,74.41,99,218.26,2022,Rhein Fire
368,hendrik-schwarz,82,Hendrik,Schwarz,WR,1.9,74.8,90,198.42,2022,Frankfurt Galaxy
369,hendrik-schwarz,82,Hendrik,Schwarz,WR,1.9,74.8,90,198.42,2021,Frankfurt Galaxy
370,henning-knuth,70,Henning,Knuth,OL,1.9,74.8,150,330.69,2021,Hamburg Sea Devils
371,henri-perl,77,Henri,Perl,OL,1.98,77.95,150,330.69,2022,Leipzig Kings
372,hiswill-awuah,98,Hiswill,Awuah,DT,1.8,70.87,130,286.6,2022,Hamburg Sea Devils
373,hiswill-awuah,98,Hiswill,Awuah,DT,1.8,70.87,130,286.6,2021,Hamburg Sea Devils
374,hubert-jarmuz,57,Hubert,Jarmuż,OL,1.98,77.95,115,253.53,2022,Panthers Wroclaw
375,hubert-ogrodowczyk,8,Hubert,Ogrodowczyk,ILB,1.82,71.65,103,227.08,2022,Panthers Wroclaw
376,hubert-ogrodowczyk,8,Hubert,Ogrodowczyk,ILB,1.82,71.65,103,227.08,2021,Panthers Wroclaw
377,huseyin-akay,62,Hüseyin,Akay,DT,1.86,73.23,144,317.47,2022,Istanbul Rams
378,ian-gehrke,18,Ian,Gehrke,QB,1.87,73.62,90,198.42,2022,Berlin Thunder
379,ibrahim-eldewieh,23,Ibrahim ,Eldewieh,S,1.78,70.08,86,189.6,2022,Cologne Centurions
380,idriss-ramky,7,Idriss,Ramky,WR,1.88,74.02,89,196.21,2022,Panthers Wroclaw
381,igor-maslanka,87,Igor,Mašlanka,TE,1.96,77.17,115,253.53,2022,Barcelona Dragons
382,igor-maslanka,87,Igor,Mašlanka,TE,1.96,77.17,115,253.53,2021,Panthers Wroclaw
383,iiro-pekkarinen,31,Iiro,Pekkarinen,CB,1.85,72.83,88,194.01,2021,Berlin Thunder
384,ilias-werner-maragos,78,Ilias Werner,Maragos,OL,1.93,75.98,129,284.4,2021,Hamburg Sea Devils
385,irvin-santana,79,Irvin,Santana,OL,1.8,70.87,122,268.96,2021,Barcelona Dragons
386,isaiah-green,1,Isaiah,Green,QB,1.88,74.02,99,218.26,2022,Istanbul Rams
387,ivan-gutierrez,55,Iván,Gutiérrez,ILB,1.86,73.23,89,196.21,2021,Barcelona Dragons
388,ivan-iordanov,88,Iván,Iordanov,WR,1.9,74.8,83,182.98,2021,Barcelona Dragons
389,jalen-embry,11,Ja'len,Embry,CB,1.82,71.65,88,194.01,2022,Frankfurt Galaxy
390,jacek-wszol,90,Jacek,Wszół,DL,1.86,73.23,105,231.49,2021,Panthers Wroclaw
391,jackson-erdmann,9,Jackson,Erdmann,QB,1.95,76.77,98,216.05,2022,Vienna Vikings
392,jacob-templar,1,Jacob,Templar,P/WR,1.93,75.98,99,218.26,2021,Leipzig Kings
393,jadrian-clark,18,Jadrian,Clark,QB,1.9,74.8,95,209.44,2022,Rhein Fire
394,jadrian-clark,18,Jadrian,Clark,QB,1.9,74.8,95,209.44,2021,Hamburg Sea Devils
395,jahn-jesus-lara-perez,95,Jahn Jesus,Lara Perez,DE,1.88,74.02,122,268.96,2022,Cologne Centurions
396,jai-jackson,75,Jai,Jackson,OL,1.91,75.2,107,235.89,2021,Stuttgart Surge
397,jairus-moll,4,Jairus,Moll,CB,1.79,70.47,79,174.17,2022,Barcelona Dragons
398,jakeb-sullivan,7,Jakeb,Sullivan,QB,1.85,72.83,88,194.01,2022,Frankfurt Galaxy
399,jakeb-sullivan,7,Jakeb,Sullivan,QB,1.85,72.83,88,194.01,2021,Frankfurt Galaxy
400,jakub-halicki,34,Jakub,Halicki,S,1.8,70.87,85,187.39,2022,Panthers Wroclaw
401,jakub-halicki,34,Jakub,Halicki,S,1.8,70.87,85,187.39,2021,Panthers Wroclaw
402,jakub-mazan,23,Jakub,Mazan,WR,1.89,74.41,91,200.62,2022,Panthers Wroclaw
403,jakub-mazan,23,Jakub,Mazan,WR,1.89,74.41,91,200.62,2021,Panthers Wroclaw
404,jakub-wasiel,7,Jakub,Wąsiel,WR,1.72,67.72,,,2021,Panthers Wroclaw
405,jaleel-awini,12,Jaleel,Awini,WR/QB,1.92,75.59,95,209.44,2021,Leipzig Kings
406,jalen-conwell,4,Jalen,Conwell,RB,1.77,69.69,80,176.37,2022,Stuttgart Surge
407,jamaal-white,31,Jamaal,White,S,1.87,73.62,90,198.42,2021,Berlin Thunder
408,jamal-okeke,6,Jamal,Okeke,CB,1.77,69.69,68,149.91,2022,Hamburg Sea Devils
409,jamalcolm-liggins,5,Jamalcolm,Liggins,CB,1.88,74.02,92,202.83,2022,Raiders Tirol
410,jamarii-milliken,29,Jamarii,Milliken,CB,1.8,70.87,86,189.6,2022,Istanbul Rams
411,jamen-werneke,32,Jamen,Werneke,RB,1.75,68.9,77,169.76,2022,Hamburg Sea Devils
412,jan-chmiel,42,Jan,Chmiel,DE,1.84,72.44,104,229.28,2022,Panthers Wroclaw
413,jan-chmiel,42,Jan,Chmiel,DE,1.84,72.44,104,229.28,2021,Panthers Wroclaw
414,jan-grischenig,82,Jan,Grischenig,WR,1.71,67.32,85,187.39,2022,Raiders Tirol
415,jan-korkuc,83,Jan,Korkuć,WR,1.87,73.62,85,187.39,2021,Panthers Wroclaw
416,jan-mayerhofer,3,Jan,Mayerhofer,S,1.81,71.26,84,185.19,2022,Raiders Tirol
417,jan-mika-hesseln,20,Jan Mika,Hesseln,CB,1.81,71.26,83,182.98,2022,Cologne Centurions
418,jan-raus,65,Jan,Raus,OL,1.85,72.83,131,288.81,2021,Barcelona Dragons
419,jan-steiger,71,Jan,Steiger,OL,1.98,77.95,115,253.53,2022,Stuttgart Surge
420,jan-steiger,71,Jan,Steiger,OL,1.98,77.95,115,253.53,2021,Stuttgart Surge
421,jan-szwej,24,Jan,Szwej,RB,1.83,72.05,89,196.21,2022,Panthers Wroclaw
422,jan-weinreich,12,Jan,Weinreich,QB,1.93,75.98,93,205.03,2022,Cologne Centurions
423,jan-weinreich,12,Jan,Weinreich,QB,1.93,75.98,93,205.03,2021,Cologne Centurions
424,jan-hendrik-hoffmeyer,73,Jan-Hendrik,Hoffmeyer,OL,2.08,81.89,142,313.06,2021,Frankfurt Galaxy
425,jan-hendrik-koch,74,Jan-Hendrik,Koch,OL,1.98,77.95,160,352.74,2022,Cologne Centurions
426,jan-niclas-dalbeck,79,Jan-Niclas,Dalbeck,OL,2.01,79.13,137,302.03,2021,Cologne Centurions
427,jan-phillip-bombek,5,Jan-Phillip,Bombek,OLB,1.93,75.98,110,242.51,2022,Leipzig Kings
428,jan-phillip-bombek,5,Jan-Phillip,Bombek,OLB,1.93,75.98,110,242.51,2021,Hamburg Sea Devils
429,janek-wenke,97,Janek,Wenke,DE,1.94,76.38,110,242.51,2022,Cologne Centurions
430,janez-von-renesse,81,Janez,von Renesse,WR,1.85,72.83,82,180.78,2022,Frankfurt Galaxy
431,janis-kaiser,10,Janis,Kaiser,QB,1.83,72.05,87,191.8,2022,Stuttgart Surge
432,janis-lou-scharmer,43,Janis Lou,Schmarmer,FB,1.7,66.93,86,189.6,2021,Berlin Thunder
433,jannik-loercks,13,Jannik,Lörcks,WR,1.83,72.05,83,182.98,2022,Cologne Centurions
434,jannik-loercks,13,Jannik,Lörcks,WR,1.83,72.05,83,182.98,2021,Cologne Centurions
435,jannik-nowak,6,Jannik,Nowak,QB,1.8,70.87,87,191.8,2021,Cologne Centurions
436,jannik-seibel,4,Jannik,Seibel,CB,1.9,74.8,95,209.44,2022,Rhein Fire
437,jannik-seibel,4,Jannik,Seibel,CB,1.9,74.8,95,209.44,2021,Cologne Centurions
438,jannik-werblow,69,Jannik,Werblow,OL,1.97,77.56,130,286.6,2022,Berlin Thunder
439,jannik-werblow,69,Jannik,Werblow,OL,1.97,77.56,130,286.6,2021,Berlin Thunder
440,japhet-maleka-mbala,44,Japhet Maleka,Mbala,ILB,1.75,68.9,89,196.21,2022,Stuttgart Surge
441,japhet-maleka-mbala,44,Japhet Maleka,Mbala,ILB,1.75,68.9,89,196.21,2021,Stuttgart Surge
442,jaroslaw-lewszyk,22,Jarosław,Lewszyk,LB,1.81,71.26,91,200.62,2021,Panthers Wroclaw
443,jason-aguemon,21,Jason,Aguemon,RB,1.79,70.47,93,205.03,2021,Leipzig Kings
444,jason-chikere,97,Jason,Chikere,DT,1.91,75.2,127,279.99,2022,Rhein Fire
445,jason-eid,23,Jason,Eid,CB,1.8,70.87,80,176.37,2021,Berlin Thunder
446,jason-kuhn,68,Jason,Kühn,OL,1.87,73.62,126,277.78,2021,Stuttgart Surge
447,jaume-llinas,85,Jaume,Llinas,WR,1.7,66.93,73,160.94,2021,Barcelona Dragons
448,javier-barrena,83,Javier,Barrena,RB/WR,,,,,2021,Barcelona Dragons
449,javier-castanon,24,Javier,Castañón,TE,1.8,70.87,88,194.01,2022,Barcelona Dragons
450,javier-castanon,24,Javier,Castañón,TE,1.8,70.87,88,194.01,2021,Barcelona Dragons
451,jean-constant,5,Jean,Constant,WR,1.75,68.9,84,185.19,2022,Hamburg Sea Devils
452,jean-constant,5,Jean,Constant,WR,1.75,68.9,84,185.19,2021,Barcelona Dragons
453,jean-charles-moukouri,6,Jean-Charles,Moukouri,RB,1.73,68.11,95,209.44,2022,Stuttgart Surge
454,jean-charles-moukouri,6,Jean-Charles,Moukouri,RB,1.73,68.11,95,209.44,2021,Stuttgart Surge
455,jean-claude-madin-cerezo,10,Jean-Claude,Madin Cerezo,WR,1.86,73.23,95,209.44,2022,Hamburg Sea Devils
456,jean-claude-madin-cerezo,10,Jean-Claude,Madin Cerezo,WR,1.86,73.23,95,209.44,2021,Hamburg Sea Devils
457,jedrzej-rudnicki,70,Jedrzej,Rudnicki,OL,1.95,76.77,121,266.76,2021,Barcelona Dragons
458,jeffery-asare,53,Jeffery,Asare,OL,1.91,75.2,130,286.6,2022,Raiders Tirol
459,jeffrey-juurlink,35,Jeffrey,Juurlink,DB,1.85,72.83,86,189.6,2021,Hamburg Sea Devils
460,jens-appelt,15,Jens,Appelt,K,1.85,72.83,90,198.42,2022,Cologne Centurions
461,jens-hauser,10,Jens,Hauser,K,1.81,71.26,96,211.64,2021,Stuttgart Surge
462,jens-vogt,61,Jens,Vogt,OL,1.9,74.8,130,286.6,2022,Cologne Centurions
463,jens-walter,88,Jens,Walter,TE,1.93,75.98,110,242.51,2022,Stuttgart Surge
464,jens-walter,88,Jens,Walter,TE,1.93,75.98,110,242.51,2021,Stuttgart Surge
465,jeremy-lang,82,Jeremy,Lang,WR,1.9,74.8,90,198.42,2021,Leipzig Kings
466,jeremy-sarfo,45,Jeremy,Sarfo,FB,1.8,70.87,107,235.89,2022,Hamburg Sea Devils
467,jeremy-sarfo,45,Jeremy,Sarfo,FB,1.8,70.87,107,235.89,2021,Hamburg Sea Devils
468,jeremy-sommerwerk,40,Jeremy,Sommerwerk,ILB,1.75,68.9,105,231.49,2021,Berlin Thunder
469,jessie-wegner,52,Jessie,Wegner,OL,1.93,75.98,110,242.51,2021,Stuttgart Surge
470,jhonattan-silva-gomez,43,Jhonattan,Silva Gomez,LB,1.88,74.02,105,231.49,2021,Frankfurt Galaxy
471,joachim-bachmann,69,Joachim,Bachmann,DL,1.98,77.95,157,346.13,2021,Frankfurt Galaxy
472,joachim-christensen,75,Joachim,Christensen,OL,1.95,76.77,140,308.65,2022,Frankfurt Galaxy
473,joachim-christensen,75,Joachim,Christensen,OL,1.95,76.77,140,308.65,2021,Frankfurt Galaxy
474,joan-carles-bartra,13,Joan Carles,Bartra,S,1.8,70.87,90,198.42,2022,Barcelona Dragons
475,jocques-crawford,1,Jocques,Crawford,RB,1.83,72.05,100,220.46,2022,Berlin Thunder
476,jocques-crawford,1,Jocques,Crawford,RB,1.83,72.05,100,220.46,2021,Berlin Thunder
477,joe-germinerio,9,Joe ,Germinerio,QB,1.89,74.41,100,220.46,2022,Berlin Thunder
478,joel-plum,69,Joel,Plum,OL,1.97,77.56,119,262.35,2022,Rhein Fire
479,johann-heuck,12,Johann,Heuck,QB,1.96,77.17,88,194.01,2022,Hamburg Sea Devils
480,johannes-schutz,14,Johannes,Schütz,WR,1.81,71.26,88,194.01,2022,Vienna Vikings
481,john-levi-kruse,44,John Levi,Kruse,TE,1.94,76.38,110,242.51,2022,Hamburg Sea Devils
482,john-levi-kruse,44,John Levi,Kruse,TE,1.94,76.38,110,242.51,2021,Hamburg Sea Devils
483,john-uribe,13,John,Uribe,QB,182.0,7165.35,92,202.83,2022,Panthers Wroclaw
484,johosaphat-kendrick-danso,18,Johosaphat Kendrick,Danso,S,1.86,73.23,87,191.8,2021,Hamburg Sea Devils
485,jonas-breme,83,Jonas,Breme,WR,1.76,69.29,86,189.6,2022,Leipzig Kings
486,jonas-breme,83,Jonas,Breme,WR,1.76,69.29,86,189.6,2021,Leipzig Kings
487,jonas-hagerup,70,Jonas,Hagerup,OL,200.0,7874.02,137,302.03,2021,Leipzig Kings
488,jonas-schenderlein,26,Jonas,Schenderlein,K,1.86,73.23,75,165.35,2022,Berlin Thunder
489,jonas-schenderlein,26,Jonas,Schenderlein,K,1.86,73.23,75,165.35,2021,Berlin Thunder
490,jonas-schmelzer,17,Jonas,Schmelzer,QB,1.9,74.8,88,194.01,2022,Rhein Fire
491,jonas-schultes,50,Jonas ,Schultes,ILB,1.9,74.8,110,242.51,2022,Leipzig Kings
492,jonas-schultes,50,Jonas ,Schultes,ILB,1.9,74.8,110,242.51,2021,Leipzig Kings
493,jonas-tykfer,42,Jonas,Tykfer,LB,1.9,74.8,100,220.46,2021,Hamburg Sea Devils
494,jonata-loria,9,Jonata,Loria,K/P,1.78,70.08,70,154.32,2022,Stuttgart Surge
495,jonathan-dietze,28,Jonathan,Dietze,S,1.74,68.5,80,176.37,2022,Leipzig Kings
496,jonathan-dietze,28,Jonathan,Dietze,S,1.74,68.5,80,176.37,2021,Leipzig Kings
497,jonathan-michael-corradini,32,Jonathan Michael,Corradini,DB,1.71,67.32,,,2021,Barcelona Dragons
498,jonathan-peppler,76,Jonathan,Peppler,OL,1.94,76.38,150,330.69,2022,Rhein Fire
499,jonathan-sieveke,23,Jonathan,Sieveke,CB,1.88,74.02,75,165.35,2022,Leipzig Kings
500,jonell-patrice-pelie,53,Jonell Patrice,Pelie,LB,1.72,67.72,92,202.83,2022,Cologne Centurions
501,jordan-bouah,4,Jordan,Bouah,WR,1.8,70.87,88,194.01,2022,Vienna Vikings
502,jordi-brugnani,23,Jordi,Brugnani,CB,1.83,72.05,80,176.37,2022,Barcelona Dragons
503,jordi-brugnani,23,Jordi,Brugnani,CB,1.83,72.05,80,176.37,2021,Barcelona Dragons
504,jordi-torrededia,80,Jordi,Torrededia,WR,1.77,69.69,74,163.14,2022,Barcelona Dragons
505,jordi-torrededia,80,Jordi,Torrededia,WR,1.77,69.69,74,163.14,2021,Barcelona Dragons
506,jorge-aparicio,97,Jorge,Aparicio,DE,1.91,75.2,115,253.53,2022,Leipzig Kings
507,jorge-felix-velasco,5,Jorge Félix,Velasco,S,1.73,68.11,80,176.37,2022,Barcelona Dragons
508,jose-ariza,72,Jose Rafael,Ariza Paredes,OL,1.92,75.59,147,324.08,2022,Barcelona Dragons
509,josep-tricas,53,Josep,Tricas,LS,1.83,72.05,105,231.49,2022,Barcelona Dragons
510,josep-tricas,53,Josep,Tricas,LS,1.83,72.05,105,231.49,2021,Barcelona Dragons
511,joshua-lang,83,Joshua,Lang,WR,1.85,72.83,82,180.78,2021,Leipzig Kings
512,joshua-mack,28,Joshua,Mack,RB,1.84,72.44,94,207.23,2022,Cologne Centurions
513,joshua-nikolai-jacob,26,Joshua Nikolai,Jacob,RB,1.75,68.9,90,198.42,2022,Leipzig Kings
514,joshua-petersen,5,Joshua,Petersen,QB,1.96,77.17,100,220.46,2021,Hamburg Sea Devils
515,joshua-poznanski,14,Joshua,Poznanski,S,1.9,74.8,98,216.05,2022,Frankfurt Galaxy
516,joshua-poznanski,14,Joshua,Poznanski,S,1.9,74.8,98,216.05,2021,Frankfurt Galaxy
517,joshua-sauren,47,Joshua,Sauren,LB,1.88,74.02,100,220.46,2021,Frankfurt Galaxy
518,josip-gazibaric,41,Josip,Gazibaric,ILB,1.84,72.44,95,209.44,2022,Vienna Vikings
519,juan-hervas,82,Juan,Hervás,WR,1.81,71.26,72,158.73,2021,Barcelona Dragons
520,julian-ampaw,34,Julian,Ampaw,RB,1.86,73.23,,,2021,Hamburg Sea Devils
521,julian-jakob,21,Julian,Jakob,CB,1.82,71.65,78,171.96,2021,Stuttgart Surge
522,julian-ludwig-mayorga,32,Julian,Ludwig-Mayorga,S,1.82,71.65,80,176.37,2022,Stuttgart Surge
523,julian-ludwig-mayorga,32,Julian,Ludwig-Mayorga,S,1.82,71.65,80,176.37,2021,Stuttgart Surge
524,julian-perfler,55,Julian,Perfler,ILB,1.85,72.83,103,227.08,2022,Raiders Tirol
525,julian-volker,3,Julian,Völker,DE,1.99,78.35,115,253.53,2022,Cologne Centurions
526,julian-volker,3,Julian,Völker,DE,1.99,78.35,115,253.53,2021,Cologne Centurions
527,julian-volling,15,Julian,Völling,WR,1.83,72.05,86,189.6,2021,Hamburg Sea Devils
528,julian-zorz,5,Julian,Zorz,RB,1.84,72.44,93,205.03,2022,Rhein Fire
529,junior-de-souza-briele,99,Junior,De Souza Briele,DT,1.87,73.62,122,268.96,2022,Cologne Centurions
530,junior-de-souza-briele,99,Junior,De Souza Briele,DT,1.87,73.62,122,268.96,2021,Cologne Centurions
531,junior-nkembi,19,Junior,Nkembi,S,1.86,73.23,,,2022,Stuttgart Surge
532,justin-rodney,33,Justin,Rodney,RB,1.74,68.5,85,187.39,2022,Frankfurt Galaxy
533,justin-rodney,33,Justin,Rodney,RB,1.74,68.5,85,187.39,2021,Frankfurt Galaxy
534,justin-rogers,23,Justin,Rogers,CB,1.8,70.87,85,187.39,2022,Hamburg Sea Devils
535,justin-rogers,23,Justin,Rogers,CB,1.8,70.87,85,187.39,2021,Hamburg Sea Devils
536,justin-schlesinger,10,Justin,Schlesinger,WR,1.8,70.87,75,165.35,2022,Cologne Centurions
537,justin-schlesinger,10,Justin,Schlesinger,WR,1.8,70.87,75,165.35,2021,Cologne Centurions
538,justin-wiedelbach,24,Justin,Wiedelbach,K,1.83,72.05,93,205.03,2022,Cologne Centurions
539,justus-sleiman,58,Justus,Sleiman,DE,1.88,74.02,120,264.55,2022,Rhein Fire
540,johann-gisli-hummel,32,Jóhann Gísli,Hummel,RB,1.83,72.05,91,200.62,2021,Hamburg Sea Devils
541,kavontae-turpin,12,KaVontae,Turpin,WR,1.75,68.9,72,158.73,2021,Panthers Wroclaw
542,kaan-ozcan,21,Kaan,Özcan,RB,1.74,68.5,84,185.19,2022,Rhein Fire
543,kaan-ozer,13,Kaan,Özer,WR,1.87,73.62,90,198.42,2022,Istanbul Rams
544,kacper-bogdanski,44,Kacper,Bogdański,TE/ FB,1.73,68.11,103,227.08,2021,Panthers Wroclaw
545,kacper-fiedziuk,14,Kacper,Fiedziuk,WR,1.96,77.17,98,216.05,2022,Panthers Wroclaw
546,kacper-fiedziuk,14,Kacper,Fiedziuk,WR,1.96,77.17,98,216.05,2021,Panthers Wroclaw
547,kacper-oldak,49,Kacper,Ołdak,ILB,1.82,71.65,95,209.44,2022,Panthers Wroclaw
548,kacper-oldak,49,Kacper,Ołdak,ILB,1.82,71.65,95,209.44,2021,Panthers Wroclaw
549,kacper-pawlak,56,Kacper,Pawlak,DL,1.82,71.65,115,253.53,2021,Panthers Wroclaw
550,kacper-rokicinski,20,Kacper,Rokiciński,CB,1.8,70.87,83,182.98,2022,Panthers Wroclaw
551,kacper-rokicinski,20,Kacper,Rokiciński,CB,1.8,70.87,83,182.98,2021,Panthers Wroclaw
552,kadel-king,40,Kadel,King,LB,1.91,75.2,106,233.69,2021,Frankfurt Galaxy
553,kai-hunter,22,Kai,Hunter,RB,1.76,69.29,85,187.39,2022,Frankfurt Galaxy
554,kai-schiffer,18,Kai,Schiffer,WR,1.9,74.8,93,205.03,2021,Cologne Centurions
555,kajetan-korzynski,68,Kajetan,Korżyński,OL,1.85,72.83,120,264.55,2021,Panthers Wroclaw
556,kalon-beverly,4,Kalon,Beverly,CB,1.87,73.62,83,182.98,2022,Cologne Centurions
557,kamil-kotlarz,28,Kamil,Kotlarz,RB,1.75,68.9,85,187.39,2022,Panthers Wroclaw
558,kamil-kotlarz,28,Kamil,Kotlarz,RB,1.75,68.9,85,187.39,2021,Panthers Wroclaw
559,kamil-kur,71,Kamil,Kur,OL,1.84,72.44,107,235.89,2021,Panthers Wroclaw
560,kamil-muller,83,Kamil,Muller,WR,1.84,72.44,88,194.01,2022,Panthers Wroclaw
561,kamil-muller,83,Kamil,Muller,WR,1.84,72.44,88,194.01,2021,Panthers Wroclaw
562,kamil-piatek,65,Kamil,Piątek,OL,1.86,73.23,130,286.6,2022,Panthers Wroclaw
563,kamil-piatek,65,Kamil,Piątek,OL,1.86,73.23,130,286.6,2021,Panthers Wroclaw
564,kamil-ruta,6,Kamil,Ruta,OLB,1.87,73.62,112,246.92,2022,Panthers Wroclaw
565,kamil-ruta,6,Kamil,Ruta,OLB,1.87,73.62,112,246.92,2021,Panthers Wroclaw
566,karim-ben-el-ghali,24,Karim,Ben El Ghali,CB,1.8,70.87,80,176.37,2022,Frankfurt Galaxy
567,karlis-brauns,54,Karlis,Brauns,DE,1.97,77.56,120,264.55,2022,Frankfurt Galaxy
568,karlis-brauns,54,Karlis,Brauns,DE,1.97,77.56,120,264.55,2021,Panthers Wroclaw
569,kasim-edebali,91,Kasim,Edebali,OLB,1.89,74.41,108,238.1,2022,Hamburg Sea Devils
570,kasim-edebali,91,Kasim,Edebali,OLB,1.89,74.41,108,238.1,2021,Hamburg Sea Devils
571,kasper-bongaerts,48,Kasper,Bongaerts,LB,1.83,72.05,90,198.42,2021,Cologne Centurions
572,kay-wagner,97,Kay,Wagner,DT,1.85,72.83,128,282.19,2022,Berlin Thunder
573,kay-wagner,97,Kay,Wagner,DT,1.85,72.83,128,282.19,2021,Berlin Thunder
574,keanu-ebanks,68,Keanu,Ebanks,OL,1.97,77.56,,,2021,Hamburg Sea Devils
575,kelian-mouliom,83,Kelian,Mouliom,WR,1.87,73.62,85,187.39,2022,Berlin Thunder
576,kenneth-komlan-soussoukpo,33,Kenneth Komlan,Soussoukpo,DB,1.9,74.8,90,198.42,2021,Hamburg Sea Devils
577,kevin-bannasch,37,Kevin,Bannasch,S,1.83,72.05,89,196.21,2021,Stuttgart Surge
578,kevin-fortes,15,Kevin,Fortes,S,1.9,74.8,93,205.03,2022,Hamburg Sea Devils
579,kevin-hummel,14,Kevin,Hummel,OLB,1.78,70.08,99,218.26,2022,Berlin Thunder
580,kevin-hummel,14,Kevin,Hummel,OLB,1.78,70.08,99,218.26,2021,Berlin Thunder
581,kevin-maier,99,Kevin,Maier,DE,1.93,75.98,108,238.1,2022,Frankfurt Galaxy
582,kevin-maier,99,Kevin,Maier,DE,1.93,75.98,108,238.1,2021,Frankfurt Galaxy
583,kevin-meeder,23,Kevin,Meeder,DB,1.8,70.87,83,182.98,2021,Berlin Thunder
584,kevin-mwamba,87,Kevin,Mwamba,TE,1.87,73.62,118,260.15,2022,Frankfurt Galaxy
585,kevin-mwamba,87,Kevin,Mwamba,TE,1.87,73.62,118,260.15,2021,Frankfurt Galaxy
586,kimi-linnainmaa,17,Kimi ,Linnainmaa ,WR,1.78,70.08,84,185.19,2022,Vienna Vikings
587,koku-giede,98,Koku,Giede,DE,1.93,75.98,110,242.51,2022,Frankfurt Galaxy
588,kolin-hill,45,Kolin,Hill,DE,1.93,75.98,117,257.94,2021,Berlin Thunder
589,konrad-orzechowski,73,Konrad,Orzechowski,OL,1.98,77.95,125,275.58,2022,Panthers Wroclaw
590,konrad-paszkiewicz,51,Konrad,Paszkiewicz,DT,1.8,70.87,110,242.51,2022,Panthers Wroclaw
591,konrad-starczewski,40,Konrad,Starczewski,FB,1.8,70.87,125,275.58,2022,Panthers Wroclaw
592,konrad-starczewski,40,Konrad,Starczewski,FB,1.8,70.87,125,275.58,2021,Panthers Wroclaw
593,konrad-stepien,58,Konrad,Stępień,OLB,1.84,72.44,104,229.28,2022,Panthers Wroclaw
594,konstantin-katz,31,Konstantin,Katz,CB,1.83,72.05,83,182.98,2022,Frankfurt Galaxy
595,krzysztof-wis,35,Krzysztof,Wis,OLB,1.92,75.59,100,220.46,2022,Panthers Wroclaw
596,kwame-ofori,81,Kwame,Ofori,WR,1.92,75.59,95,209.44,2021,Hamburg Sea Devils
597,kyle-kitchens,45,Kyle ,Kitchens,DE,1.88,74.02,118,260.15,2022,Berlin Thunder
598,kyle-kitchens,45,Kyle ,Kitchens,DE,1.88,74.02,118,260.15,2021,Leipzig Kings
599,kyle-sweet,17,Kyle,Sweet,WR,1.83,72.05,85,187.39,2022,Barcelona Dragons
600,kursad-pekun,20,Kürşad,Pekün,S,1.75,68.9,88,194.01,2022,Istanbul Rams
601,lamar-jordan,16,Lamar,Jordan II,WR,1.8,70.87,83,182.98,2022,Hamburg Sea Devils
602,lance-leota,56,Lance,Leota,DT,1.85,72.83,140,308.65,2022,Leipzig Kings
603,lance-leota,56,Lance,Leota,DT,1.85,72.83,140,308.65,2021,Leipzig Kings
604,lane-acheompong,78,Lane,Acheompong,OL,1.88,74.02,155,341.72,2021,Berlin Thunder
605,lars-hampel,61,Lars,Hampel,OL,1.84,72.44,145,319.67,2021,Frankfurt Galaxy
606,lars-lennard-bardenhagen,49,Lars Lennard,Bardenhagen,ILB,1.86,73.23,100,220.46,2022,Hamburg Sea Devils
607,lars-steffen,29,Lars,Steffen,S,1.84,72.44,93,205.03,2022,Panthers Wroclaw
608,lasse-meyer,25,Lasse,Meyer,CB,1.81,71.26,85,187.39,2022,Rhein Fire
609,lasse-rave,58,Lasse,Rave ,LB,1.83,72.05,97,213.85,2021,Stuttgart Surge
610,laurin-wiegand,87,Laurin,Wiegand,TE,1.92,75.59,110,242.51,2022,Cologne Centurions
611,laurynas-orlovicius,92,Laurynas,Orlovicius,DT,1.91,75.2,138,304.24,2022,Raiders Tirol
612,lautaro-frecha,22,Lautaro,Frecha,S,1.88,74.02,95,209.44,2022,Barcelona Dragons
613,lautaro-frecha,22,Lautaro,Frecha,S,1.88,74.02,95,209.44,2021,Barcelona Dragons
614,lawrence-cornwall-baptiste,66,Lawrence,Cornwall-Baptiste,OL,1.95,76.77,140,308.65,2022,Berlin Thunder
615,leroy-stryewski,86,LeRoy,Stryewski,TE,1.95,76.77,105,231.49,2021,Cologne Centurions
616,leander-carstensen,20,Leander,Carstensen,RB,1.75,68.9,91,200.62,2022,Rhein Fire
617,leander-wiegand,71,Leander,Wiegand,OL,1.96,77.17,137,302.03,2022,Cologne Centurions
618,lennart-weitz,58,Lennart,Weitz,OLB,1.8,70.87,95,209.44,2021,Cologne Centurions
