season,week,week_str,game_id,date,is_cancelled,away_team_id,away_team_slug,away_team_name,home_team_id,home_team_slug,home_team_name,away_team_score,home_team_score,gamebook_url,is_game_over,is_game_tbd,has_game_started,stats_crew_game_id,old_game_id
2022,13,Week 13,640bcad106c9126799b780be,2022-08-28 08:00:00,False,637d28a05a83d2285e2529d0,raiders-tirol,Raiders Tirol,637d28a05a83d2285e2529c6,frankfurt-galaxy,Frankfurt Galaxy,33,36,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/630fc361325954d34f2f2794_STATS_FGRT2213.pdf,True,False,True,fgrt2213,220828-raiders-tirol-frankfurt-galaxy
2022,13,Week 13,640bcad106c9126799b780bf,2022-08-28 08:00:00,False,637d28a05a83d2285e2529cd,panthers-wroclaw,Panthers Wroclaw,637d28a05a83d2285e2529c7,hamburg-sea-devils,Hamburg Sea Devils,0,17,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/63128b8246d53ff13694788f_STATS_HDPW2213.pdf,True,False,True,hdpw2213,220828-wroclaw-panthers-hamburg-sea-devils
2022,14,Week 14,640bcad106c9126799b780c0,2022-09-03 08:00:00,False,637d28a05a83d2285e2529c4,cologne-centurions,Cologne Centurions,637d28a05a83d2285e2529c9,istanbul-rams,Istanbul Rams,43,30,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/6317dca8641dc4837c1e6f65_STATS_IRCC2214.pdf,True,False,True,ircc2214,220903-cologne-centurions-istanbul-rams
2022,14,Week 14,640bcad106c9126799b780c1,2022-09-03 11:00:00,False,637d28a05a83d2285e2529c7,hamburg-sea-devils,Hamburg Sea Devils,637d28a05a83d2285e2529c2,barcelona-dragons,Barcelona Dragons,24,21,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/6317dcf05d3958aad0acbf3d_STATS_BDHD2214.pdf,True,False,True,bdhd2214,220903-hamburg-sea-devils-barcelona-dragons
2022,14,Week 14,640bcad106c9126799b780c2,2022-09-04 08:00:00,False,637d28a05a83d2285e2529ca,leipzig-kings,Leipzig Kings,637d28a05a83d2285e2529d1,rhein-fire,Rhein Fire,34,31,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/6314e9ddebb07f5538bfa682_STATS_RFLK2214.pdf,True,False,True,rflk2214,220904-leipzig-kings-rhein-fire
2022,14,Week 14,640bcad106c9126799b780c3,2022-09-04 08:00:00,False,637d28a05a83d2285e2529d0,raiders-tirol,Raiders Tirol,637d28a05a83d2285e2529c3,berlin-thunder,Berlin Thunder,37,10,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/6314ea1720f316131a3b2792_STATS_BTRT2214.pdf,True,False,True,btrt2214,220904-raiders-tirol-berlin-thunder
2022,14,Week 14,640bcad106c9126799b780c4,2022-09-04 08:00:00,False,637d28a05a83d2285e2529d2,stuttgart-surge,Stuttgart Surge,637d28a05a83d2285e2529c6,frankfurt-galaxy,Frankfurt Galaxy,13,37,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/6314e9fc6950725e4277fac0_STATS_FGSS2214.pdf,True,False,True,fgss2214,220904-stuttgart-surge-frankfurt-galaxy
2022,14,Week 14,640bcad106c9126799b780c5,2022-09-04 08:00:00,False,637d28a05a83d2285e2529d3,vienna-vikings,Vienna Vikings,637d28a05a83d2285e2529cd,panthers-wroclaw,Panthers Wroclaw,6,42,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/6314e9c699eb557f43ef0924_STATS_PWVV2214.pdf,True,False,True,pwvv2214,220904-vienna-vikings-wroclaw-panthers
2022,15,Semifinal,640bcad106c9126799b780c6,2022-09-10 07:45:00,False,637d28a05a83d2285e2529d0,raiders-tirol,Raiders Tirol,637d28a05a83d2285e2529c7,hamburg-sea-devils,Hamburg Sea Devils,7,19,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/631cb16dc350b58a49fb7097_STATS_HDRT22PO.pdf,True,False,True,hdrt22po,220910-raiders-tirol-hamburg-sea-devils
2022,15,Semifinal,640bcad106c9126799b780c7,2022-09-11 07:45:00,False,637d28a05a83d2285e2529c2,barcelona-dragons,Barcelona Dragons,637d28a05a83d2285e2529d3,vienna-vikings,Vienna Vikings,12,39,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/631e06beaec606de224306c2_STATS_VVBD22PO.pdf,True,False,True,vvbd22po,220911-barcelona-dragons-vienna-vikings
2022,16,Championship Game,640bcad106c9126799b780c8,2022-09-25 07:45:00,False,637d28a05a83d2285e2529d3,vienna-vikings,Vienna Vikings,637d28a05a83d2285e2529c7,hamburg-sea-devils,Hamburg Sea Devils,27,15,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/6367ce71df2496d65cd5f27f_STATS_HDVV22FI2.pdf,True,False,True,hdvv22fi,220925-vienna-vikings-hamburg-sea-devils
