season,week,week_str,game_id,date,away_team_id,away_team_slug,away_team_name,home_team_id,home_team_slug,home_team_name,away_team_score,home_team_score,gamebook_url,is_game_over,is_game_tbd,has_game_started,stats_crew_game_id,old_game_id
2023,6,Week 6,640bcad106c9126799b780f0,2023-07-08 12:00:00,637d28a05a83d2285e2529c6,frankfurt-galaxy,Frankfurt Galaxy,637d28a05a83d2285e2529cb,milano-seamen,Milano Seamen,40,33,https://storage.googleapis.com/leaguetool-dfc3d.appspot.com/gamebooks/2023/W6/STATS_MSFG2306.pdf,True,False,True,msfg2306,230708-frankfurt-galaxy-milano-seamen
2023,6,Week 6,640bcad106c9126799b780f1,2023-07-07 17:00:00,637d28a05a83d2285e2529cf,prague-lions,Prague Lions,637d28a05a83d2285e2529ca,leipzig-kings,Leipzig Kings,35,0,,True,False,True,lkpl2306,230708-prague-lions-leipzig-kings
2023,6,Week 6,640bcad106c9126799b780f2,2023-07-09 06:00:00,637d28a05a83d2285e2529c2,barcelona-dragons,Barcelona Dragons,637d28a05a83d2285e2529c8,helvetic-guards,Helvetic Guards,19,22,https://storage.googleapis.com/leaguetool-dfc3d.appspot.com/gamebooks/2023/W6/STATS_HGBD2306.pdf,True,False,True,hgbd2306,230709-barcelona-dragons-helvetic-guards
2023,6,Week 6,640bcad106c9126799b780f3,2023-07-09 06:00:00,637d28a05a83d2285e2529c5,fehervar-enthroners,Fehervar Enthroners,637d28a05a83d2285e2529c3,berlin-thunder,Berlin Thunder,6,60,https://storage.googleapis.com/leaguetool-dfc3d.appspot.com/gamebooks/2023/W6/STATS_BTFE2306.pdf,True,False,True,btfe2306,230709-fehervar-enthroners-berlin-thunder
2023,6,Week 6,640bcad106c9126799b780f4,2023-07-09 09:25:00,637d28a05a83d2285e2529cc,munich-ravens,Munich Ravens,637d28a05a83d2285e2529d1,rhein-fire,Rhein Fire,25,39,https://storage.googleapis.com/leaguetool-dfc3d.appspot.com/gamebooks/2023/W6/STATS_RFMR2306.pdf,True,False,True,rfmr2306,230709-munich-ravens-rhein-fire
2023,6,Week 6,640bcad106c9126799b780f5,2023-07-09 06:00:00,637d28a05a83d2285e2529cd,panthers-wroclaw,Panthers Wroclaw,637d28a05a83d2285e2529c7,hamburg-sea-devils,Hamburg Sea Devils,10,17,https://storage.googleapis.com/leaguetool-dfc3d.appspot.com/gamebooks/2023/W6/STATS_HDPW2306.pdf,True,False,True,hdpw2306,230709-panthers-wroclaw-hamburg-sea-devils
2023,6,Week 6,640bcad106c9126799b780f6,2023-07-09 09:25:00,637d28a05a83d2285e2529ce,paris-musketeers,Paris Musketeers,637d28a05a83d2285e2529d2,stuttgart-surge,Stuttgart Surge,6,14,https://storage.googleapis.com/leaguetool-dfc3d.appspot.com/gamebooks/2023/W6/STATS_SSPM2306.pdf,True,False,True,sspm2306,230709-paris-musketeers-stuttgart-surge
2023,6,Week 6,640bcad106c9126799b780f7,2023-07-09 09:25:00,637d28a05a83d2285e2529d3,vienna-vikings,Vienna Vikings,637d28a05a83d2285e2529d0,raiders-tirol,Raiders Tirol,34,13,https://storage.googleapis.com/leaguetool-dfc3d.appspot.com/gamebooks/2023/W6/STATS_RTVV2306.pdf,True,False,True,rtvv2306,230709-vienna-vikings-raiders-tirol
2023,7,Week 7,640bcad106c9126799b780f8,2023-07-14 17:00:00,637d28a05a83d2285e2529ca,leipzig-kings,Leipzig Kings,637d28a05a83d2285e2529c4,cologne-centurions,Cologne Centurions,16,16,,True,False,True,cclk2307,230715-leipzig-kings-cologne-centurions
2023,7,Week 7,640bcad106c9126799b780f9,2023-07-15 11:00:00,637d28a05a83d2285e2529cd,panthers-wroclaw,Panthers Wroclaw,637d28a05a83d2285e2529d3,vienna-vikings,Vienna Vikings,21,24,https://storage.googleapis.com/leaguetool-dfc3d.appspot.com/gamebooks/2023/7/STAT_VVPW2307.pdf,True,False,True,vvpw2307,230715-panthers-wroclaw-vienna-vikings
2023,7,Week 7,640bcad106c9126799b780fa,2023-07-15 12:00:00,637d28a05a83d2285e2529d0,raiders-tirol,Raiders Tirol,637d28a05a83d2285e2529c2,barcelona-dragons,Barcelona Dragons,17,3,https://storage.googleapis.com/leaguetool-dfc3d.appspot.com/gamebooks/2023/7/STATS_BDRT2307.pdf,True,False,True,bdrt2307,230715-raiders-tirol-barcelona-dragons
2023,7,Week 7,640bcad106c9126799b780fb,2023-07-16 06:00:00,637d28a05a83d2285e2529c3,berlin-thunder,Berlin Thunder,637d28a05a83d2285e2529cf,prague-lions,Prague Lions,43,6,https://storage.googleapis.com/leaguetool-dfc3d.appspot.com/gamebooks/2023/7/STATS_PLBT2307.pdf,True,False,True,plbt2307,230716-berlin-thunder-prague-lions
2023,7,Week 7,640bcad106c9126799b780fc,2023-07-16 09:25:00,637d28a05a83d2285e2529c7,hamburg-sea-devils,Hamburg Sea Devils,637d28a05a83d2285e2529c6,frankfurt-galaxy,Frankfurt Galaxy,14,17,https://storage.googleapis.com/leaguetool-dfc3d.appspot.com/gamebooks/2023/7/STATS_FGHD2307.pdf,True,False,True,fghd2307,230716-hamburg-sea-devils-frankfurt-galaxy
2023,7,Week 7,640bcad106c9126799b780fd,2023-07-16 06:00:00,637d28a05a83d2285e2529cb,milano-seamen,Milano Seamen,637d28a05a83d2285e2529cc,munich-ravens,Munich Ravens,37,56,https://storage.googleapis.com/leaguetool-dfc3d.appspot.com/gamebooks/2023/7/STATS_MRMS2307.pdf,True,False,True,mrms2307,230716-milano-seamen-munich-ravens
2023,7,Week 7,640bcad106c9126799b780fe,2023-07-16 09:25:00,637d28a05a83d2285e2529d1,rhein-fire,Rhein Fire,637d28a05a83d2285e2529ce,paris-musketeers,Paris Musketeers,37,25,https://storage.googleapis.com/leaguetool-dfc3d.appspot.com/gamebooks/2023/7/STATS_PMRF2307.pdf,True,False,True,pmrf2307,230716-rhein-fire-paris-musketeers
2023,7,Week 7,640bcad106c9126799b780ff,2023-07-16 09:25:00,637d28a05a83d2285e2529d2,stuttgart-surge,Stuttgart Surge,637d28a05a83d2285e2529c8,helvetic-guards,Helvetic Guards,13,31,https://storage.googleapis.com/leaguetool-dfc3d.appspot.com/gamebooks/2023/7/Stats_HGSS2307.pdf,True,False,True,hgss2307,230716-stuttgart-surge-helvetic-guards
2023,8,Week 8,640bcad106c9126799b78100,2023-07-22 11:00:00,637d28a05a83d2285e2529c3,berlin-thunder,Berlin Thunder,637d28a05a83d2285e2529d3,vienna-vikings,Vienna Vikings,9,16,https://storage.googleapis.com/leaguetool-dfc3d.appspot.com/gamebooks/2023/W8/STATS_VVBT2308.pdf,True,False,True,vvbt2308,230722-berlin-thunder-vienna-vikings
2023,8,Week 8,640bcad106c9126799b78101,2023-07-22 11:00:00,637d28a05a83d2285e2529cc,munich-ravens,Munich Ravens,637d28a05a83d2285e2529d0,raiders-tirol,Raiders Tirol,24,25,https://storage.googleapis.com/leaguetool-dfc3d.appspot.com/gamebooks/2023/W8/STATS_RTMR2308.pdf,True,False,True,rtmr2308,230722-munich-ravens-raiders-tirol
2023,8,Week 8,640bcad106c9126799b78102,2023-07-23 06:00:00,637d28a05a83d2285e2529c2,barcelona-dragons,Barcelona Dragons,637d28a05a83d2285e2529d2,stuttgart-surge,Stuttgart Surge,14,33,https://storage.googleapis.com/leaguetool-dfc3d.appspot.com/gamebooks/2023/W8/STATS_SSBD2308.pdf,True,False,True,ssbd2308,230723-barcelona-dragons-stuttgart-surge
2023,8,Week 8,640bcad106c9126799b78103,2023-07-23 09:25:00,637d28a05a83d2285e2529c4,cologne-centurions,Cologne Centurions,637d28a05a83d2285e2529d1,rhein-fire,Rhein Fire,3,62,https://storage.googleapis.com/leaguetool-dfc3d.appspot.com/gamebooks/2023/W8/STATS_RFCC2308.pdf,True,False,True,rfcc2308,230723-cologne-centurions-rhein-fire
2023,8,Week 8,640bcad106c9126799b78104,2023-07-23 09:25:00,637d28a05a83d2285e2529c6,frankfurt-galaxy,Frankfurt Galaxy,637d28a05a83d2285e2529ce,paris-musketeers,Paris Musketeers,23,21,https://storage.googleapis.com/leaguetool-dfc3d.appspot.com/gamebooks/2023/W8/STATS_PMFG2308.pdf,True,False,True,pmfg2308,230723-frankfurt-galaxy-paris-musketeers
2023,8,Week 8,640bcad106c9126799b78105,2023-07-22 17:00:00,637d28a05a83d2285e2529ca,leipzig-kings,Leipzig Kings,637d28a05a83d2285e2529cd,panthers-wroclaw,Panthers Wroclaw,6,31,,True,False,True,pwlk2308,230723-leipzig-kings-panthers-wroclaw
2023,8,Week 8,640bcad106c9126799b78106,2023-07-23 06:00:00,637d28a05a83d2285e2529cb,milano-seamen,Milano Seamen,637d28a05a83d2285e2529c8,helvetic-guards,Helvetic Guards,24,31,https://storage.googleapis.com/leaguetool-dfc3d.appspot.com/gamebooks/2023/W8/STATS_HGMS2308.pdf,True,False,True,hgms2308,230723-milano-seamen-helvetic-guards
2023,8,Week 8,640bcad106c9126799b78107,2023-07-23 09:25:00,637d28a05a83d2285e2529cf,prague-lions,Prague Lions,637d28a05a83d2285e2529c5,fehervar-enthroners,Fehervar Enthroners,0,35,,True,False,True,fepl2308,230723-prague-lions-fehervar-enthroners
2023,9,Week 9,640bcad106c9126799b78108,2023-07-29 10:00:00,637d28a05a83d2285e2529cd,panthers-wroclaw,Panthers Wroclaw,637d28a05a83d2285e2529cf,prague-lions,Prague Lions,,,,False,False,False,plpw2309,230729-panthers-wroclaw-prague-lions
2023,9,Week 9,640bcad106c9126799b78109,2023-07-29 12:00:00,637d28a05a83d2285e2529ce,paris-musketeers,Paris Musketeers,637d28a05a83d2285e2529c2,barcelona-dragons,Barcelona Dragons,,,,False,False,False,bdpm2309,230729-paris-musketeers-barcelona-dragons
2023,9,Week 9,640bcad106c9126799b7810a,2023-07-29 12:00:00,637d28a05a83d2285e2529d2,stuttgart-surge,Stuttgart Surge,637d28a05a83d2285e2529cb,milano-seamen,Milano Seamen,,,,False,False,False,msss2309,230729-stuttgart-surge-milano-seamen
2023,9,Week 9,640bcad106c9126799b7810b,2023-07-30 09:25:00,637d28a05a83d2285e2529c4,cologne-centurions,Cologne Centurions,637d28a05a83d2285e2529c7,hamburg-sea-devils,Hamburg Sea Devils,,,,False,False,False,hdcc2309,230730-cologne-centurions-hamburg-sea-devils
2023,9,Week 9,640bcad106c9126799b7810c,2023-07-30 06:00:00,637d28a05a83d2285e2529c5,fehervar-enthroners,Fehervar Enthroners,637d28a05a83d2285e2529c6,frankfurt-galaxy,Frankfurt Galaxy,,,,False,False,False,fgfe2309,230730-fehervar-enthroners-frankfurt-galaxy
2023,9,Week 9,640bcad106c9126799b7810d,2023-07-30 09:25:00,637d28a05a83d2285e2529c8,helvetic-guards,Helvetic Guards,637d28a05a83d2285e2529cc,munich-ravens,Munich Ravens,,,,False,False,False,mrhg2309,230730-helvetic-guards-munich-ravens
2023,9,Week 9,640bcad106c9126799b7810e,2023-07-29 17:00:00,637d28a05a83d2285e2529d3,vienna-vikings,Vienna Vikings,637d28a05a83d2285e2529ca,leipzig-kings,Leipzig Kings,,,,False,False,False,lkvv2309,230730-vienna-vikings-leipzig-kings
2023,11,Week 11,640bcad106c9126799b7810f,2023-08-12 10:00:00,637d28a05a83d2285e2529c6,frankfurt-galaxy,Frankfurt Galaxy,637d28a05a83d2285e2529c4,cologne-centurions,Cologne Centurions,,,,False,False,False,ccfg2311,230812-frankfurt-galaxy-cologne-centurions
2023,11,Week 11,640bcad106c9126799b78110,2023-08-12 11:00:00,637d28a05a83d2285e2529c8,helvetic-guards,Helvetic Guards,637d28a05a83d2285e2529d0,raiders-tirol,Raiders Tirol,,,,False,False,False,rthg2311,230812-helvetic-guards-raiders-tirol
2023,11,Week 11,640bcad106c9126799b78111,2023-08-11 17:00:00,637d28a05a83d2285e2529ca,leipzig-kings,Leipzig Kings,637d28a05a83d2285e2529c5,fehervar-enthroners,Fehervar Enthroners,,,,False,False,False,felk2311,230812-leipzig-kings-fehervar-enthroners
2023,11,Week 11,640bcad106c9126799b78112,2023-08-12 12:00:00,637d28a05a83d2285e2529cb,milano-seamen,Milano Seamen,637d28a05a83d2285e2529c2,barcelona-dragons,Barcelona Dragons,,,,False,False,False,bdms2311,230812-milano-seamen-barcelona-dragons
